id,description
699382,"Message>New Message>Attach leads to a pop-up box that has no option to Attach a file; the only option is to ""Open"" a file, which is not the intended action."
699382,"Attach file(s) dialogue (file picker): Unintuitive confirm button caption (""Open"") should be changed to sth. like ""Attach"""
700669,mailchimp problem
700669,mailchimp emails detected as spam
708315,"""bundle is not defined"" folderPane.js"" line: 2203"
708315,"virtual search folder can't be deleted (""bundle is not defined"" folderPane.js"" line: 2203)"
707317,"""Welcome to Earlybird"" dialog is too tall & triggers scrollbar"
707317,Account wizard dialog is too tall & triggers scrollbar
708573,Compact Now disables message threading
708573,"""Compact Now"" disables message threading"
507773,accidental deleting of messages using backspace and quick search
507773,accidental deleting of messages using backspace and quick search on Mac
548253,"crash [@ RtlpWaitOnCriticalSection | RtlAddAccessAllowedAce | PR_Lock], going offline / online?"
548253,"crash [@ RtlpWaitOnCriticalSection | RtlAddAccessAllowedAce | PR_Lock], going offline / online?  [Vista]"
548253,"crash [@ RtlpWaitOnCriticalSection | RtlAddAccessAllowedAce | PR_Lock | PR_DestroyMonitor | nsSSLThread::requestPoll], going offline / online?  [Vista]"
648018,ISP files aren't read anymore
648018,ISP files aren't read from harddisk anymore since the omni.jar change
668978,crash tiny_malloc_from_free_list
668978,crash tiny_malloc_from_free_list | uprv_uca_getRawFromImplicit | ucol_setVariableTop | ucol_getSortKey | UCGetCollationKey
668978,crash tiny_malloc_from_free_list | uprv_uca_getRawFromImplicit | ucol_setVariableTop | ucol_getSortKey | UCGetCollationKey  using OS X 10.5
668978,Mac crash tiny_malloc_from_free_list | uprv_uca_getRawFromImplicit | ucol_setVariableTop | ucol_getSortKey | UCGetCollationKey  using OS X 10.5
668978,Mac crash tiny_malloc_from_free_list | szone_malloc | nsAString_internal::MutatePrep using OS X 10.5
710887,address autocomplete
710887,address autocomplete interferes with typing
710912,Permanent orange: TEST-UNEXPECTED-FAIL | test-newmailaccount.js | test_can_pref_off_account_provisioner
710912,Permanent orange on Linux: TEST-UNEXPECTED-FAIL | test-newmailaccount.js | test_can_pref_off_account_provisioner
705808,TestPilot first-run tab should not open if profile has no accounts in it.
705808,TestPilot first-run tab shouldn't open for Thunderbird
711803,the import-export tools plusgin does not respect the folder tree in Linux Ubuntu version
711803,the ImportExport tools extension (addon) does not respect the folder tree in Linux Ubuntu version
711917,Crash (incl. safe mode) when starting TB after profile migration from Linux to MacOSX
711917,Crash (incl. safe mode) when starting TB after profile migration from Linux to MacOSX [@ -[NativeMenuItemTarget menuItemHit:] ]
658742,Find -> Search Addresses doesn't work for City or Street
658742,Find -> Search Addresses (Advanced Address Book Search) doesn't work for City or Street
703203,ctrl+shift+A does not select the entire thread
703203,ctrl+shift+A does not select the entire thread with mark as deleted model.  But Edit | Select | ... works
711810,"Have two POP accounts, select the Inbox, click Get Mail, only the first account is accessed"
711810,"Have two POP accounts, select the Inbox, click Get Mail (get new messages), only the first account is accessed"
562086,Column headers and column items have different alignment
562086,Column headers and column items have different alignment on Mac
712960,TB 9 does not start on XP Pro SP3
712960,TB 9 does not install on XP Pro SP3: error registering AccessibleMarshal.dll and MapiProxy_InUse.dl
712960,TB 9 does not install on XP Pro SP3: error registering AccessibleMarshal.dll and MapiProxy_InUse.dll - missing msvc dlls
713412,Test Pilot shipping with Thunderbird 9.0
713412,Test Pilot shipping with Thunderbird 9.0 (on the release channel)
437909,"Pinstripe needs a way to handle toolbarbutton type=""checkbox"" with unified toolbars (Contacts button is too light)"
437909,"Pinstripe needs a way to handle toolbarbutton type=""checkbox"" with unified toolbars (Contacts button and quick filter toggle are too light)"
713852,Tab Icon is a bit off when Personas on Linux
713852,Tab Icon is a bit off
713852,Fix strange tab appearance due to change in border-image behaviour
714041,"Thunderbird Keyboard Shortcut [Esc] documentation is incomplete/insufficient, needs better wording and/or more entries"
714041,"TB: Documentation for [Esc] Keyboard Shortcut is incomplete/insufficient, needs better wording and/or more entries"
714041,"TB: Documentation for [Esc] Keyboard Shortcut is wrong/incomplete/insufficient, needs better wording and/or more entries"
713768,xpcshell test failure in base/test/test_nsIMsgFolderListenerLocal.js
713768,Random orange | TEST-UNEXPECTED-FAIL | test_nsIMsgFolderListenerLocal.js | exception thrown from do_timeout callback nsIMsgFolder.deleteMessages
713768,Permanent orange | TEST-UNEXPECTED-FAIL | test_nsIMsgFolderListenerLocal.js | exception thrown from do_timeout callback nsIMsgFolder.deleteMessages (32 bit Linux & Mac)
713767,xpcshell test failure in imap/test_imapHighWater.js on win32
713767,Permanent orange | TEST-UNEXPECTED-FAIL | test_imapHighWater.js on win32 | 6 == 11
714333,de-selecting a message doesn't adjust style completely
714333,selection style doesn't match explorer selection style making deselected items less obvious
622753,Filter field on the message list lost its boolean support in v3; worked in v2
622753,quick filter field on the message list lost its boolean support in v3; worked in v2
713814,Control+Drag moves a message instead of copying it
713814,Ctrl/Control+Drag moves a message instead of copying it
713814,Ctrl+Drag/Control+Drag moves messages instead of copying them
713481,Can't view account folders in the folder tree view in 12.0a1
713481,Can't view account folders in the folder tree view in 12.0a1. Local Folders does appear.
707329,Folder panel has no content
707329,Folder panel has no content. JSON.parse: unexpected end of data Source File: chrome://messenger/content/folderPane.js
714987,"Personal Digital Certificate ""Name"" does not match sender's address"
714987,"Personal Digital Certificate ""Email address"" does not always match sender address"
704984,Thunderbird Daily (11.0a1 20111122-20111122) Crashes in LDAP Address Book Search
704984,Thunderbird Daily (11.0a1 20111122-20111122) Crashes or hangs in LDAP Address Book Search
704984,Thunderbird Daily/Earlybird (11.0a1 20111122-20111122) Crashes or hangs in LDAP Address Book Search
715488,Permanent orange: TEST-UNEXPECTED-FAIL | test-attachment.js | test-attachment.js::test_attachments_compose_menu
715488,Mostly-Permanent orange: TEST-UNEXPECTED-FAIL | test-attachment.js | test-attachment.js::test_attachments_compose_menu
715765,Reply-To: address is ignored when To: address is present
715765,"Never mind, my error"
512968,Zoom Level in the COMPOSE WINDOW cannot be reset to default 100 % via shortcut [Ctrl]+[0] or via just exiting the compose window
512968,Zoom level in COMPOSE window should be reset to default 100% when exiting/closing the window
512968,Zoom level in COMPOSE window cannot be reset to default 100% (e.g. via exiting/closing the window)
512968,Zoom level in COMPOSE window cannot be reset to default 100% (e.g. via exiting/closing and re-opening the window)
717107,"""From"" in reading pane"
717107,"""From"" column of thread pane is always lost after restart by upgrade to Tb 10 beta"
717394,paste  formatting
717394,paste from Opera into body of email does not work unless paste without formatting is used
718038,column changes won't stick
718038,"column changes won't stick (At Inbox, From column is always changed to Recipient column after restart of Tb)"
718480,unable to save new message as file [regression]
718480,Unable to save new message as file
718480,Unable to save new message as file when subject is empty
718454,Creating a master with a foto leads to error message
718454,Creating a template with a photo leads to error message
706798,'Tune' the time to wait before displaying the update been downloaded / restart notification and provide ability to override in the update xml (port from Firefox)
706798,'Tune' the time to wait before displaying the update been downloaded / restart notification
719230,Main window closes after pressing Ctrl-W but should be only after Alt-F4 (windows)
719230,Main window closes by pressing Ctrl-W but should be only by Alt-F4 (in Windows)
710056,Earlybird doesn't remember columns change in the message list after restart
710056,Earlybird doesn't remember columns change in the message list after restart (only after restart of Tb which is automatically initiated when an update is applied by Help/About/Apply Update)
719413,Paste Disabled After Copy from a Source That Is Not a Thunderbird Compose Window
719413,Paste Disabled After Copy from a Source That Is Not a Thunderbird Compose Window (context menu problem)
712371,severe slowness after email troubles
712371,"severe slowness after email troubles. for example on startup Unresponsive Script"" for ""Script: resource://modules/iteratorUtils.jsm:117"""
712371,"severe slowness after email troubles. for example on startup high CPU and Unresponsive Script"" for ""Script: resource://modules/iteratorUtils.jsm:117"""
712371,"severe slowness with 4GB+ folder after email troubles. for example on startup high CPU and Unresponsive Script"" for ""Script: resource://modules/iteratorUtils.jsm:117"""
719528,Invalid filter creation
719528,Invalid filter creation with backslash in criteria
719362,Junk-Status User Interface degraded
719362,Can't use the Junk button to mark mail as junk
716481,Spellcheck icon stays disabled if clicking on a mailto link with a subject parameter
716481,"Spellcheck icon stays disabled if clicking on a mailto link with a subject parameter, or replying (any action where the cursor starts in the body field)"
720379,TB: Keyboard Shortcuts documentation: Major Revision #.... (based on revision #5594)
720379,TB: Keyboard Shortcuts documentation: Major Revision #5614 (based on revision #5594): content and markup cleanup
718962,TB: Wrong markup used in Keyboard Shortcuts Documentation: Should use {key Ctrl+keyx} instead of {button Ctrl} + {button keyx}
718962,"TB: Wrong markup used in Keyboard Shortcuts Documentation: Should use {key Ctrl+keyx} instead of {button Ctrl} + {button keyx}, and conflate OS selectors: {for win,linux}"
717225,Figure out why folderTree.json is getting corrupted or keep a backup of it
717225,Figure out why folderTree.json is getting corrupted or improve stability during writing
717225,"Figure out why folderTree.json is getting corrupted, and improve stability during writing"
717225,"Figure out why folderTree.json is getting corrupted, and improve stability during writing by transfer to nsISafeOutputStream"
721666,"TB: Keyboard Shortcuts documentation: Major Revision #....: add lots of missing shortcuts (esp. for composition), regroup message functions, add subsection table headings, add article navigation and TOC"
721666,"TB: Keyboard Shortcuts documentation: Major Revision #5658: add lots of missing shortcuts (esp. for composition), regroup message functions, add subsection table headings, add article navigation and TOC"
387998,when moving messages from one folder to another cpu is at 100% and process taking huge amounts of time
387998,when many moving messages from one folder to another cpu is at 100% and process taking huge amounts of time
722432,crash xul
722432,crash xul.dll undoing 3 delete messages from Inbox
723049,[DE] TB Keyboard Shortcuts documentation: Port Major Revision #5658 to German
723049,[DE] TB Keyboard Shortcuts documentation: Port Major Revision 5658 to German -> revision 5754 (de)
723016,Thunderbird hogging CPU after upgrade to Version 10
723016,Thunderbird hogging CPU after upgrade to Version 10 (Gloda reindexing after schema change occurs without prior warning)
714825,Attachment error for signature images when sending a mail
714825,"Attachment error for signatures containg callto:skypeid, tel:nbr type hrefs"
723910,"Permanent orange: TEST-UNEXPECTED-FAIL | test-newmailaccount.js | test-newmailaccount.js::test_get_an_account, test-newmailaccount.js::test_throws_console_error_on_corrupt_XML"
723910,Account Provisioner fails to parse provider XML.
723910,Account Provisioner fails to close order form tab and report success
568447,Fix nits discovered while porting Bug 151244 to SeaMonkey
568447,Fix nits discovered while porting Bug 151244 to SeaMonkey and make mdn work for non-standard header too
724342,thunderbird doesn't allow local user names as email recipients
724342,thunderbird doesn't allow local user names as email recipients (addresses without '@' on local server)
553644,Smart folder icon indicates permanent email checking activity.
553644,Unified folder icon indicates permanent email checking activity.
724393,html source code in forwarded emails
724393,html source code in forwarded emails (string in HTML comments is shown as message body text by Forward in HTML mode)
725263,plain text preview pane
725263,text/plain emails show up as blank in preview pane
725601,THIS IS JUST A PLACEHOLDER
725601,THIS IS JUST A PLACEHOLDER. YOU SHOULD NEVER SEE THIS STRING.
716621,Folder labels with with new messages are misaligned in folder pane
716621,Folder label/caption/name with new messages are misaligned in folder pane (is nearer to or overlaps the folder icon)
725685,"Permanent orange: TEST-UNEXPECTED-FAIL | folder-display, message-window, tabmail | various"
725685,"Permanent orange: TEST-UNEXPECTED-FAIL | test-attachment-menus.js and folder-display, message-window, tabmail | various"
719041,"selecting a whole folder, then marking as non-spam crashes TB"
719041,"selecting a whole folder, then marking as non-junk crashes TB"
719008,make it possible to make a new search from the search tab
719008,Add search box to refine existing search or make a new search from global search results tab
719008,Add gloda search box to refine existing search or make a new search from global search results tab
719008,"Add toolbar to global search results tab, with gloda search box to refine existing faceted search or start a new search"
547436,Possible to skip master password by repeatingly pressing cancel
547436,-
547436,Possible to skip master password by repeatingly pressing cancel
726480,"""TypeError: r is null"" on startup"
726480,"""TypeError: r is null"" on startup with ""Unsubscribe"" extension"
674848,QuickSearch for message body doesn't work
674848,QuickSearch for message body doesn't work for IMAP when offline storage not enabled
606934,We don't register Thunderbird as the default .eml handler
606934,We don't register Thunderbird as the default .eml handler on linux
717264,Remove Quick Filter Bar toggle button from tab toolbar
717264,Move Quick Filter Bar toggle button from tab toolbar to mail toolbar
728009,File open dialog
728009,File open dialog crash
728009,Attachment File open dialog crash
728309,Re-enable mail toolbar in Message tab
728309,Re-enable mail toolbar in message tab and Gloda search result list
525528,Changing sort-by column and then grouping by sort hides all messages.
525528,Changing sort-by column and then grouping by sort hides all messages.  Error: sortType is undefined
727405,System tray notification reports new concepts as new incoming mail
727405,System tray notification reports new drafts as new incoming mail
728607,Display the Sender header if From does not match addres in S/MIME certificate
728607,Display the Sender header if From does not match the addres in the S/MIME certificate/signature
728851,Account provionner: allow access to the whole list of provider
728851,Account provisioner: allow access to the whole list of provider
728964,Crash when 'About Thunderbird' is clicked
728964,Crash [@ -[NativeMenuItemTarget menuItemHit:] ] when 'About Thunderbird' is clicked
597907,"when thunderbird user folder is an offline folder, upgrading to 3.1.4 version breaks Thunderbird"
597907,"when thunderbird user folder is an offline folder, upgrading to 3.1.4 version hangs Thunderbird"
730211,Drop Windows 2000 support for c-c
730211,Drop Windows 2000 support in comm-central
730561,thunderbird ignores ld.so.cache and messes with files.
730561,Get rid of wrapper shell scripts
731032,Send Later stopped to work properly in last release
731032,with Send Later copy to sent folder never succeeds
718792,Disable account provisioning for Thunderbird 10
718792,Disable account provisioning for Thunderbird 10/11
718792,Disable account provisioning for Thunderbird until ready for release
709534,Unable to view HTML in Thunderbird v8
709534,Unable to view HTML in Thunderbird v8 (permissions.default.image=2 was set by user during Tb 1.0.x era)
709534,Unable to view HTML image in Thunderbird v8 (permissions.default.image=2 was set by user during Tb 1.0.x era)
730908,collected address duplication
730908,collected address duplication when email differs only by capitalized caracters
515119,Message list in folder not preserved after returning from viewing another folder
515119,Message list scroll position in folder not preserved after returning from viewing another folder
628075,Search all messages oversees mails that quick filter can see
628075,Search all messages fails to find messages that quick filter can see
732144,Warning: reference to undefined property this.maxAddressesBeforeMore
732144,Make caching of address nodes with maxAddressesBeforeMore work again
732144,Make caching of message-header address nodes with maxAddressesBeforeMore work again
732370,"Is ""View -> Message body as -> plain text"" ignored?"
732370,UTF-8 messages are rendered differently than the iso-8895-1 ones.
717976,"[Thunderbird] Investigate getBrowserURL() which returns (SeaMonkey) ""chrome://navigator/content/navigator.xul"""
717976,"Thunderbird getBrowserURL() may return (SeaMonkey) ""chrome://navigator/content/navigator.xul"""
732926,Fields not visible in reading pane
732926,Fields not visible in reading pane. Window truncated on right margin
679217,Bugs in the reply fonction
679217,Bugs in the reply function
690344,Save vertical space by getting rid of multiple recepients lines
690344,Save vertical space by getting rid of multiple recipients lines
557009,clicking on load remote images does not work
557009,clicking on load remote images does not work if using Address Book.app
727901,Hangs when closed while checking mail
727901,"Hangs on ""login failed"" when closed while checking pop mail"
613791,Find Again and Find Previous respect unshown Find dialog choices
613791,"Find Again and Find Previous ignore ""wrap aroundrespect unshown Find dialog choices"
613791,"Find Again and Find Previous ignore ""wrap around"""
735206,Permanent orange: TEST-UNEXPECTED-FAIL | test-cloudfile-backend-yousendit.js test-cloudfile-backend-dropbox.js | test_chained_uploads
735206,"URLs for chained cloudfile uploads are wrong, causing permanent orange: TEST-UNEXPECTED-FAIL | test-cloudfile-backend-yousendit.js test-cloudfile-backend-dropbox.js | test_chained_uploads)"
735637,"Automatic updating not working in TB, but works fine for FF"
735637,"Automatic updating on centos not working in TB, but works fine for FF"
483163,mail with attachment cannot be saved / sent after some time
483163,"mail with attachment cannot be saved / sent. Error message ""could not save draft, error with attachment, please check rights for this file"""
735819,TB-IM: TB should better inform the user when his name is called or mentioned on IRC
735819,TB-IM: notify when a new message directed to the user arrives
735668,Assertion failure / crash when linking to a YouSendIt account
735668,Assertion failure / debug crash when linking to a YouSendIt or Dropbox account
735642,We need a Twitter OAuth key for Thunderbird
735642,We need a Twitter OAuth key for Thunderbird (User-agent/UA name is Instantbird)
736040,"When disabling Filelink in the preferences dialog, the preferences UI for accounts should also be disabled"
736040,"When disabling Filelink in the preferences dialog, the preferences UI for accounts and for ""Convert To"" should also be disabled"
736040,"When disabling Filelink, the ""Convert To"" attachmentitem context menuitem should be hidden"
736055,Various issues with FileLink
736055,Filelink URL insertions need some adjustments and tests
736571,Forwarded mail is incorrectly presented in the editor.
736571,Forwarded mail is incorrectly presented in the plaintext editor.
706998,"When minimizing window, messages appear differently"
706998,"When minimizing window to dock, messages appear differently"
737014,Thunderbird Daily Does Not Add Newline Between -- And Signature
737014,Thunderbird Daily Does Not Add Newline Between -- And Signature (plain text composition)
737014,Plaintext signatures are not received properly due to lack of BR nodes.
702127,thunderbird-bin keeps on running after close when profile on NAS
702127,thunderbird-bin keeps on running after close (shutdown) when profile on NAS
737312,thunderbird hangs when I try to delete a message (by pressing delete)
737312,thunderbird hangs when I try to delete a message (by pressing delete). Low CPU
735215,Generic Jabber should be enabled
735215,Enable generic XMPP protocol
735215,Enable Jabber / generic XMPP protocol
736155,Outgoing attachments management pane seems squeezed on OSX
736155,Outgoing attachments management pane seems squeezed on OSX and Windows
738284,PDF corrupted when send from V11 and opened directly from Reader UI
738284,PDF corrupted when send from V11 and opened directly from Reader UI (Content-Type: =?iso-8859-1?q?application/pdf; is sent by Tb)
738907,Bad failure: Saving drafts with attachments closes TB application
738907,Bad failure: Using red [x] button to close & save draft with attachments shuts down TB application
738907,Bad failure: Using red [x] button to close & save draft composition shuts down TB application
738907,"Win XP, POP3: Using red [x] button to close & save draft composition window shuts down TB application"
738907,"Using red [x] button to close & save draft composition window shuts down TB application (seen on Win XP, POP3)"
738907,Using red [x] button to close & save draft composition window unexpectedly terminates TB application
738907,Using red [x] button to close & save draft composition window unexpectedly terminates TB application (on Windows)
738907,Using red [x] button to close & save draft composition window unexpectedly terminates TB application
739210,"No ""secure"" icon in Dropbox OAuth window on Windows Aero"
739210,browserRequest.css not packaged for Windows Aero
739311,can't drag the divider down for multiple recipients
739311,can't drag the addressee pane divider down to resize for multiple recipients
739311,"Clicking ""x more"" button shrinks(!) message header height, so that *less* or even *no* recipients are in view [multiple, many, lots of recipients]"
739342,Back Message works the same as Back Unread Message
739342,Back Message works the same as browser back and forward
739357,thunderbird 11.0 is freezing on delete (both ctrl+d and delete button on menu bar)
739357,thunderbird 11.0 is freezing on delete (both delete button on keyboard and delete button on menu bar)
739341,.eml files opened from Mac Finder don't open on launch
739341,.eml files opened from Mac Finder don't open if thunderbird isn't running
739558,2012-03-18-03-00-35-comm-central breaks imap.suse.de
739558,[regression] imap.suse.de breaks with build from 2012-03-18
739558,[regression] imap.suse.de breaks with build from 2012-03-18 (certificate no longer valid due to using md5 hash algorithms)
580848,Cannot delete duplicate folder
580848,Cannot delete duplicate Account
739585,chat - ugly focus rings going on in right
739585,chat - ugly focus rings going on in right pane
739688,thunderbird ne réponds plus (fermeture avec le gestionnaire de tache)
739688,Thunderbird does not respond (closed with task manager) (was: thunderbird ne réponds plus (fermeture avec le gestionnaire de tache))
739688,Thunderbird does not respond (closed with task manager)
738487,"having 'JS test' IM account configured produces many warnings in the Error console, most of them problems with enumerating accounts."
738487,JS warning 'reference to undefined property server.spamSettings' after saving changes to settings of an IM account
739279,Polish required in YouSendIt setup dialog
739279,Polish required in Filelink account setup dialog
476044,Adding a second identity didn't update the list of identities
476044,"Adding a new identity doesn't update the list of ""Identities for my account"" dialogue immediately, can mislead user into creating duplicate identities"
740475,Title doesn't change when closing a conversation
740475,Title doesn't change when closing the last conversation
740499,IM Search doesn't seem to work
740499,IM conversations aren't indexed in gloda on the fly
740749,Start a new conversation in IRC does not open the conversation
740749,Starting a conversation with an IRC contact does not remove it from the online contacts list
740946,Include profiler.xpt in package-manifest.in
740946,Port Firefox's profiler to Thunderbird
736247,Taxt area is empty and uneditable when replying to an email with skydrive attachments
736247,Text area is empty and uneditable when replying to an email with skydrive attachments
741733,No indication of focus on selected tagged messages
741733,"No indication of focus on selected tagged messages (on WinXP theme, dotted focus border missing)"
740956,"Cancelling uploads to Dropbox does not work, and is unavailable for YouSendIt"
740956,"Cancelling uploads to Dropbox or YouSendIt does not work, and is unavailable after first attempt"
403032,"Using Gmail in IMAP mode in TB, downloading a ZIP from a mail message corrupts the file"
403032,"Using Gmail in IMAP mode in TB, downloading a ZIP from a mail message corrupts the file (Gmail IMAP returns incorrect RFC822.SIZE)"
403039,Thunderbird downloads corrupted attachments from GMail account (IMAP)
403039,Thunderbird downloads corrupted attachments from GMail account (Gmail IMAP returns incorrect RFC822.SIZE)
632536,Folder with special charscters could not be deleted
632536,Folder with special charscters could not be deleted (IMAP Mbox name contains two space characters)
743950,"html mail with embedded png, is not displayed correctly Content-Type: multipart/mixed; latexit math formula."
743950,"html mail with embedded png, is not displayed correctly (emacs, reference to Content-Type: multipart/mixed part)"
738052,Noise in the error console due to broken CSS when opening the preference window
738052,Noise in the error console due to broken CSS when opening the preference window (in Test pilot)
721369,"Dialog ""Add Security Exception"" does not show when autoconfiguring TB10"
721369,"TB fails to verify SSL certs - Dialog ""Add Security Exception"" does not show when autoconfiguring TB10"
721369,"Dialog ""Add Security Exception"" does not show when autoconfiguring TB10"
745456,Add sent in background to preferences
745456,Add send in background to preferences
745950,autoconfig user name probing fails if there is a cert error
745950,autoconfig user name probing fails
746320,Disable what's new page for Thunderbird 12
746320,Redirect what's new page for Thunderbird 12
742662,Can't add Search Engines with http referenced images in the xml
742662,Can't add Search Engines with http referenced images in the xml and support adding/removing engines
746960,HTML messages are displaying source code instead
746960,messages are displaying source code (mail source) and without header pane instead of properly rendering
747441,Attachment not shown in Mail Window Frontend
747441,Attachment flag not shown in Mail Window Frontend
732994,Spell check freeze's TB. Not all the time and no special time or email condition that I can see.
732994,Spell check freeze's TB after clicking Replace
748388,Twitter icon also shows for gtalk accounts
748388,Protocol icon not displayed/updated in the right pane when selecting a contact
735240,Bigfiles: Failures when account creation is cancelled
735240,Filelink: Failures when account creation is cancelled
749703,attachments
749703,Opening email attachments blocks using any programs on my computer until opened
750080,Segmentation fault when writing email with no account created
750080,Segmentation fault (crash) when writing email with no account created nsMsgDBService::GetOpenDBs
750730,Thunderbird's 12.0.1 EXE is invalid
750730,Thunderbird's 12.0.1 Installer EXE is invalid
739639,forwarding message puts cursor at beginning instead of end
739639,forwarding message puts cursor at end instead of beginning
751118,it not possible to upload any message with pop 3 account
751118,retrieve mail with pop3 account not working after upgrade to thunderbird12
738259,delete of an email causes long busy
738259,"delete of an email causes long busy. ""Unable to delete messages in folder Inbox because it is in use by some other operation. """
654457,Grammatical error: improper use of English tenses (only refers to English version as far as I know)
654457,"[en-us] Grammatical error: ""authorization... was succeeded"" instead of ""...was successful"" in status bar"
654457,"[en-us] Grammatical error in status bar message: ""authorization... was succeeded"" instead of ""...was successful"""
735524,Migration wizard window is blank when opened from a compose window
735524,remove migration assistant which relates to tb2-tb3 differences
752233,Mail import under Linux = V10: no import from Outlook; V12: more no import!!! OK under Windows with V3.1.20
752233,Mail import under Linux = V10: no import from Outlook; V12: more no import!!!
752271,Tab Button Doesnt work in TB15 Nightly
752271,Tab key Doesn't work move to next field in Account Setup anymore
709654,Freeze if opening acount with LARGE inbox (Workaround included)
709654,Freeze during message download after starting thunderbird with LARGE inbox
752423,"Localized special folder name is not shown in Tb 12, if special folder is created manually in English folder name"
752423,"Localized special folder name of POP3 account is not shown in Tb 12, if special folder is created manually in English folder name"
752423,"Localized special folder name of POP3 account is not shown in Tb 12, if special folder is created in English folder name by en-US Tb or by manual creation"
752085,Local folders and messages missing
752085,"Local folders and messages missing, if full path length exceeds path length limitation of OS by rename of mail folder"
740451,"IRC account cannot be created (uncaught exception, NS_ERROR_FILE_TOO_BIG in mozIStorageConnection.setGrowthIncrement)"
740451,"IM account cannot be created if less than 500MB available on disk (uncaught exception, NS_ERROR_FILE_TOO_BIG in mozIStorageConnection.setGrowthIncrement)"
742644,"IRC / Chat Account Wizard / Select Server textfield displays ""and server"" text in Username field if it is empty"
742644,"IRC's username empty text (""and server"") in the Chat Account Wizard is confusing"
753617,need ability to select search engine BEFORE doing a search
753617,need ability to select search engine BEFORE doing a web search
751831,search function doesn't work
751831,"Advanced Search Messages: When adding row of criteria with [+], first row disappears"
754626,Thunderbird 12.0.1 spell checker freeze after correction not responding
754626,"Spell checker freezes after correction (cannot be closed), TB not responding"
754626,"Spell checker freezes after correction (cannot be closed), TB is hung"
754862,search (top bar box) returns no results
754862,Global search returns no results
752973,"Cannot get ""Search"" box in inbox screen to work - just puts up another blank scree with search box and doesn't find any e-mail with requested sender ID"
752973,Cannot get Global search from inbox to work - just puts up another blank screen with search box and doesn't find any e-mail with requested sender ID
753698,can't delete messages
753698,Can't delete messages from POP inbox
751859,the search text box doesn't return any results no mater what keyword i use
751859,Search text box returns no results no matter which keyword I use
751859,Global search returns no results no matter which keyword I use
754882,AutoComplete in Composing only allows sending to first email address
754882,Recipient AutoComplete in composing only shows 1st email address of LDAP contact (out of 3 email addresses)
754882,Recipient AutoComplete in composing only allows selecting 1st email address of LDAP contact (out of 3 email addresses)
754882,Recipient AutoComplete in composing only allows selecting 1st email address of LDAP contact (out of 3 email addresses shown in single-line entry)
754655,Images get replaced by placeholder images when saving a message as draft or template multiple times
754655,"Out of multiple identical inline images, all but 1st image break (broken image placeholder) when saving a message as draft or template multiple times"
754655,"Out of multiple identical inline images, all but 1st image break (broken image placeholder) when saving a message as draft or template multiple times (multipart numbering problem)"
537935,It is necessary to connect it with a Japanese (L10n) help site.
537935,[ja] Thunderbird Help > Help contents (or F1) does not open Japanese localization of TB Support (https://support.mozillamessaging.com/ja/home)
756340,Message subject and text does not display
756340,"Message subject and text does not display (""top 2KB of text/plain mail body"" + ""whole mail data"" is written in IMAP offline-store file, and re-fetch of mail data won't be initiated)dd"
756340,"Message subject and text does not display (""top 2KB of text/plain mail body"" + ""whole mail data"" is written in IMAP offline-store file, and re-fetch of mail data won't be initiated)"
745124,Ctrl+R limited to opening a max of 8
745124,Reply / Ctrl+R / forward limited to opening a max of 8 compose windows
503954,Archive multiple messages cause error and operation stop
503954,"Archive multiple messages cause error and operation stop.  ""The operation failed because an other operation is using the folder"""
756998,Physical address display on contact datasheet should be localized
756998,"[i18n] Physical address display on contact preview (and input fields) should be localized: <zipcode> <city> vs. <city>, <zipcode> (e.g. DE,FR)"
561043,RSS feed with large URLs causes buttons of UI to disappear off right end of screen.
561043,Message headers with large URLs causes buttons of UI to disappear off right end of screen.
753502,memory usage spikes while selecting multiple messages with attachments
753502,memory usage spikes while selecting multiple messages with attachments and mail.operate_on_msgs_in_collapsed_threads=true
736457,Saving an attachement crashes Thunderbird
736457,Saving an attachement crashed Thunderbird
494669,Missing messages when moving them to another folder
494669,Some IMAP messages missing/lost/not shown after moving them to another IMAP folder
718139,"Try to change a ""Tag"" name. You can add a Tag or remove ""ALL"" tags with a 'click'; why can't we remove 1 tag or change the name of a Tag with a 'click'?"
718139,"From tags dropdown, no easy way to edit/rename/change tag caption or delete tag from list of tags (idea: add ""Manage tags..."" menu to tags dropdown)"
581581,"Adress book in Thunder Bird. I control Adress book from keyboard, when there is problem with selecting contact, which i want to use for writing new messages."
581581,AB Contacts Pane (keyboard-only access): Problems with selecting contacts as recipients for composition
581581,AB Contacts Sidebar (keyboard-only access): Problems with selecting contacts as recipients for composition
581581,"AB Contacts Sidebar (keyboard-only access): Problems with selecting contacts as recipients for composition (screenreader, focus events)"
592996,Keyboard Web/Home button doesn't work while Thunderbird is active
592996,"Multimedia Keyboard: Special Web/Home button doesn't work while Thunderbird has focus, but other special keys work"
592996,Keyboard Web/Home button doesn't work while Thunderbird is active
592996,"Multimedia Keyboard: Special Web/Home button doesn't work while Thunderbird has focus, but other special keys work"
715694,Editing Recipients list does not work correctly when adding new users to it
715694,"Mailing List: Editing recipients list does not work correctly when adding new users to it (truncates email address, removes @domain part)"
715694,Mailing List: Editing recipients list does not work correctly when adding new users to it (friendly display name lost on card; list entry defaults to Name: john.doe if address is john.doe@xyz.com)
471928,"Selecting ""Grouped by Sort"" and resorting messes up email list"
471928,"Selecting ""Grouped by Sort"" and re-sorting messes up message list"
