id,severity,description
358401,normal,Showing multiple drafts and trash folders
358427,normal,Thunderbird hangs with 100% CPU usage when forwarding email with large attachment
358479,normal,Login to IMAP server fails randomly
358550,normal,cannot remove thunderbird mail
358551,normal,cannot remove thunderbird mail
358583,trivial,Inbox mail count soars - increases
358595,normal,"incoming mail processing (junk filters?) take very long, with high cpu usage"
358596,normal,Address book import from Eudora not working since Thunderbird 1.5
358644,normal,after sending a mail the mail window will not close directly
358645,normal,cannot select empty virtual folders using the folder location widget
358657,major,Drag attachment to Desktop fails
358680,normal,Removing search bar affects message listing pane in news
358682,major,Will freeze mid download of emails when asked to repsond to read request during email recieving.
358697,trivial,Disabled menu items appear selectable when hovered over
358724,major,Inbox shows the messages very slowly when automatic time updater of Windows XP change to summer or winter time
358730,normal,whillst i was looking at ebay thunderbird icon came on unexpectantly with a copy of the webpage i was looking at
358748,major,Thunderbird hides new messages
358801,normal,Attached PHP file causes corrupted view
358813,normal,Thunderbird does not show any message in IMAP mailbox when only ONE message in mailbox.
358820,critical,"Thunderbird-3 alpha 1 (20061030) crashes on Exit and generates this error message "" ./run-mozilla.sh: line 131: 13150 Segmentation fault      ""$prog"" ${1+""$@""} """
358832,normal,ASCII code
358840,normal,thunderbird have problems sending bcc mail (tested mailing to myselft or mailing lists) and receive my own mails
358856,major,In version 3 alpha 1 (20061030) 'Rewrap' menu grayed out when editing an mail at 'Unsent' folder but comes back only for one time if edited message is closed without saving
358857,critical,attempting to delete/detach attachment from message causes hang/data corruption
358870,normal,attachments included with replies
358872,normal,visual error when contracting threaded emails.
358874,normal,Can't install GB dictionary - says it succeeded but does nothing
358877,normal,Password is not being resent if typed incorrectly for the first time.
358938,critical,Crashing while viewing messages
358994,normal,Unfork Tb's customizeToolbar
358995,normal,Messages menu entry in View menu gone?
359025,major,All my emails have disapeared from 17/01/06 up to the present day emails being received ok now
359028,major,Intermittent fault in sending mail
359037,normal,A few dates from Mail received in Outlook Express were wrong when imported
359041,critical,One message not displayed in message list window.
359080,normal,IMAP Inbox folder does not hide when unsubscribing
359108,critical,Crash when clicking junk icon on main message window in Thunderbird 2 alpha 1 20060724
359116,normal,Theme preference not retained when going backwards (1508->1507)
359134,normal,Integrate with necko's automatic online/offline management
359143,normal,Folder list in IMAP doesn't get updated automatically
359163,minor,Expand folder by keybord (Right arrow key) doesn't refresh folder
359167,normal,Client always read phantome letters from News server
359182,normal,Clearing the quiksearch deselects message
359186,major,"/usr/lib/mozilla-thunderbird/run-mozilla.sh: line 131: 26288 Muistialueen ylitys ""$prog"" ${1+""$@""}"
359191,normal,Mingw build error in nsMailWinIntegration.cpp when trying to build Thunderbird
359193,normal,New message rules are not saved after Thunderbird has closed
359196,minor,"The ""Composition & Addressing"" of Account Manager window is small"
359198,normal,LDAP autocomplete fails after using scroll bar in addressing fields
359201,normal,content of some messages does not show up sometimes
359318,normal,[Vista] Unable to update from 1507->1508
359338,major,cannot search tags
359357,normal,Custom column does not appear except in view All
359399,critical,Thunderbird Won't Start
359402,normal,Loading remote images in RSS articles is broken
359409,normal,"[mac os x] several empty menu items in the ""view | messages | ... "" sub menu"
359469,normal,Undo the changes to make offline support a (non-optional) extension
359479,normal,Remote Images in iframes bypass remote content blocker
359485,normal,Can't untag a message unless you retag it first
359508,normal,all acl's from an imap inbox will be inherited to subfolders
359531,normal,replay to attached message/rfc822
359537,normal,TB crashes after replying to email or news posting and generates a talkback report.
359551,normal,message filters don't work for newsgroups
359554,normal,Deletion of Archived Messages
359561,normal,added another copy of address book when i see its properties only
359576,critical,Program Error occurs each time I attempt to send a mail
359583,normal,Thunderbird cannot connect to server
359587,critical,Crashes on startup
359591,minor,attachment box too large
359617,normal,Somebody's figured out how to write spam that reverses the Junk/Not Junk button.
359632,trivial,Font Preferences + Large Fonts: size dropdowns too small
359647,critical,Long Term Corruption Of Individual messages in Inbox
359653,normal,Consolidate Offline Management in the Front End
359655,normal,Rendering of composing text displayed incorrectly as if monitor redraws faulty
359658,minor,window focus switched at startup
359677,normal,stops downloading messages larger then 98k
359746,normal,Folder Summary tooltip state not preserved
359756,normal,"INBOX shows downloading multiple new emails in short time, but no NEW emails exist or are in inbox"
359771,major,Rename saved search folder. It will become a normal folder without search rule.
359785,normal,Importing mail from Outlook does not honour encoding
359789,normal,Quotations not line-wrapped
359852,major,Images are not displayed in the message body
359897,major,"Canceling ""send"" of a message thereafter produces a duplicatable ""relaying denied"" alert message when trying to send any subsequent messages to that particular address from that particular sending address"
359900,normal,Create a Gmail RDF file for the Account Manager
359905,normal,"After Install, if you move default mail local directory, old directory still used."
359913,major,Space bar does not move cursur.
359922,normal,My signature photo doesn't show
359925,minor,Installer displays error dialog after selecting custom install type
359926,normal,Cannot attach pdf documents to outgoing email: attachment corrupt
359928,trivial,long Subject: lines display with an embedded tab
359933,normal,Password for proxy to Internet not stored in TB1.5 due to accents sent back by proxy
359939,trivial,sdfsdf
359944,major,Composing an email hang when click on the Attach menu button
359962,normal,ghost messages
359967,normal,File pref-downloads.dtd is no longer used
360002,normal,I cannot send email after upgrading
360027,normal,[Vista] Software update dialog text cut off
360033,critical,prefs.js contents missing
360049,minor,Installer Icons Created No Matter If Unchecked
360072,normal,"import from outlook fails with ""error writing temporary file"", freezes thunderbird"
360095,normal,Not all settings change with default account
360108,major,"Unable to navigate normally in message compose window  - mouse clicks don't work on buttons, must use actual menu to send, save, etc"
360118,major,Thunderbird SMTP client does not honor SMTP negative responses codes and state machine.
360138,major,Email sent to Trash disappears
360142,normal,Cannot create working saved search for tags
360147,normal,Message rule to tag newsgroup posts as Important
360149,normal,Message rule to tag newsgroup posts as Important
360157,major,[Regression] Message header pane gone
360159,normal,Incredimail intercepts my email even though Mozilla Thunderbird is my default mail program
360163,normal,Profile Manager - Incoeherent with stored folder profiles
360170,normal,selfdefined view -> ordering mails not possible
360176,minor,CPU goes up while waiting for DNS response sending a message
360187,major,mailboxes break if lines are separated by LF and no CR
360218,normal,Quick Info does not take over Windows background color
360255,normal,E-mail attachment not displayable before sending.
360257,normal,Firefox caret browsing mode disables arrow key cursor navigation in Thunderbird mail edit window
360269,trivial,Useless and questionable code tidyup
360340,critical,newly downloaded email disappears
360350,normal,"""View > Threads > Unread"" sorts and displays/threads wrong"
360360,normal,Reply positioning
360373,critical,Lost entire address book after updated Firefox
360433,normal,Junk mail controls fail to identify junk mail within an IMAP shared folder.
360460,major,"mail hidden from view in folder window, msf generation problem"
360461,normal,Time problem
360463,major,Junk status is lost when moving or deleting a message using IMAP
360477,minor,File -> Subscribe menuitem gives imap/nntp subscribe dialog when feeds account or folder selected
360508,major,NZ English Dictionary no longer works.
360510,normal,checkbox table cells in subscribe dialog do not provide checked/unchecked state
360512,major,Address Book (abook.mab) corrupted and moved to (abook.mab.bak).  Cannot get information in backup.
360530,critical,"1.5.0.8 upgrade - Old mail dissappears but Inbox file stays same size, bad msf generated in 1.5.0.8?"
360545,normal,No alert when receive new message
360552,normal,Sending the same attachment in two mails deletes the attachment from the temporay directory
360555,minor,biff icon MessageWindow does not handle content with base64 encoding
360564,normal,Thunderbird continually checks for email
360588,normal,Request to build pt-PT version of Thunderbird
360590,major,Thunderbird locks up on shutdown in jpeg_free_large thread.
360591,normal,quota indicator status bar item is too tall
360604,major,Will not get mail after update to latest Thunderbird 1.5.0.8
360608,normal,Can't send mail or cc's to my address
360625,normal,"puts some messages in ""junk"" -other troubles listed below"
360639,normal,Folders for offline use dialog lets you pick saved search folders
360643,major,Some messages are never displayed in the Inbox after downloading
360651,minor,"After updating theme from inside TB, in %TEMP% temains temporary files"
360676,major,file attachments (Word) arrive as ATT00013.dat files
360702,normal,Look for ISP RDF Files in extension directories
360703,normal,Null character in outbound mail causes problems
360706,normal,"encoding warning when I save as draft has ""send"" warning, instead of ""save"" warning"
360716,major,creating new sub mail folder  creates it somewhere else with ^ within the name
360723,normal,Indent / Outdent in compose mode changes font
360740,normal,unable to print
360742,normal,"When email comes in and there is message that ""Thunderbird thinks this message might be an email scam"" -- no option for sayin it IS or IS NOT a scam."
360745,normal,Could not connnect to Server Pop.metrocast.net; the connection was refused
360764,normal,Does not print an e-mail if it is forwarded in attachement
360767,normal,"""Goto Previous Unread Mail"" does not wrap around"
360772,major,"Marks spam, doesn't move to junk mail, then ""run junk mail controls"" freezes thunderbird"
360792,normal,mail.delete_matches_sort_order does not work when using imap mark as deleted model
360809,normal,Default Client options disabled after making default news client
360814,normal,remote content for (custom) thunderbird start page do not show anymore
360822,normal,"draft emails with spell check words fail to open properly, text invisible"
360823,major,Cannot send emails
360824,major,Cannot send emails
360825,major,Cannot send emails
360841,normal,receiving email takes a long time
360842,normal,Filenames of attachments are badly encoded
360843,major,Account manager must allow multiple email addresses per user id
360862,critical,"Error message - Connection to server pop.gmail.com timed out"""
360886,normal,"Be MUCH more cautious about marking messages as ""read"" and sending ""read"" receipts."
360893,normal,Control does not return to main window after sending a mail
360894,normal,Composing messages as HTML should not be the default.
360908,normal,Account Wizard says to click 'Finish' when button is labeled 'Done'
360944,minor,view > headers > all. once turned on will not turn off.
360961,critical,Files reverting to a number/letter combination encrypted mode
360972,minor,Mail toolbar option in toolbars menu appears unchecked even if mail toobar is visible
360978,major,"Creating subfolder named XXXX creates directory named XXXX, not XXXX.sbd"
360985,normal,server address preferences do not ignore spaces
361040,normal,Emails with embedded images sent via org.commons.mail are not shown
361044,normal,"640x480, right click on misspelled words results in entire text being selectected, its mostly reliable on this system"
361047,normal,"""thunderbird -compose"" opens window with maximize/restore button disabled"
361069,minor,"Sort preference remebered for some folders, forgotten for others"
361095,minor,Links in messages
361097,normal,Attachment; Folders are being converted to html files and not including folders within folder
361107,major,Can't send emails
361123,major,"eMail appears not under folder ""Today"", but is shown as if the eMail was the folder ""Today"""
361124,major,"eMail appears not under folder ""Today"", but is shown as if the eMail was the folder ""Today"""
361143,normal,Unable to save and/or send messages with embedded images.
361150,critical,Message aging causes TB-3a1 crash
361152,normal,Attachments hide message when there are too many
361153,critical,POP mail will not accept my password.
361172,normal,Composer in text mode wrongly behaves for non-text characters
361182,major,IMAP mail moved by filter incorrectly marked as read
361218,normal,crash or hanging while receiving mail
361264,normal,"The message window sometimes can open attachments, sometimes it can only save them..."
361269,normal,"Mail returned to my account as undeliverablee, addys unknown-not sent by me"
361270,major,Very difficult to read e-mail that contains lots of images.
361286,normal,offline indicator only uses color to indicate state
361291,normal,Install C++ Library error reported by Windoze
361311,critical,[@ nsMsgLocalMailFolder::WriteStartOfNewMessage]
361335,normal,When saving a draft message dialog box asks Send in UTF-8 or Cancel or Send in ...
361349,normal,ver en-US 1.5.0.8 couldn't send attachment file with chinese character correctly
361353,major,There is no BCC button below the addresses
361390,minor,unable to right click and save images from Newsgroups
361391,minor,unable to right click and save images from Newsgroups
361398,critical,Thunderbird does not start after update.
361405,normal,"resize images in mail messages, like Mail.app"
361417,normal,Crtl-Shift-A is no longer selecting the entire thread
361419,normal,crash (stack corruption) dismissing sheet from new message
361430,normal,"Open attachment, edit it, re-open attachment, lose the modified file"
361434,normal,Minor Options UI Cleanup
361444,normal,"Imported email from Hotmail ended up in Hotmail ""Trash"", and tbird"
361465,normal,"Desk top Icon has password in name field, instead of Mozilla Thunderbird"
361477,normal,Help > About Thunderbird pops up the followinjg error
361478,normal,Can't edit preferences
361486,major,When using IMAP mail and adding in Proxy Server details message window does not access or show mail messages
361512,normal,".sea attachment file corrupted, could not be unarchived"
361540,normal,Microsoft Publisher HTML email does not display images
361567,normal,IMAP: Not possible to copy empty folders to another server
361580,major,"no possible focus in writing mail, or change account settings"
361591,normal,ID needed for QuickSearchFocus() key
361599,normal,"The French keyboard doesn't act the same as when I write in Microsoft Word. For example, I can't type the ""¨"" or the quote/unquote signs. Also"
361602,major,Cannot paste images from clipboard into HTML compose window
361681,major,No email will be downloaded from POP3 server if there is any email with large attachment
361702,normal,"Error: [Exception... ""Component returned failure code: 0x80004005 (NS_ERROR_FAILURE) [nsIIOService2.manageOfflineStatus]""  nsresult: ""0x80004005 (NS_ERROR_FAILURE)""  location: ""JS frame ::"
361706,normal,keyboard shortcuts to tag messages missing in 2.0a1
361711,normal,Toolbar customization broken on trunk by wrong_document_err
361752,normal,Password asked for every connection to a HTTP Auth secured area.
361760,normal,XUL textbox ignores direction attribute
361797,major,custom deadkeys do not work
361799,major,Mail coming in from specific address being ignored
361861,normal,On timeout checking post thunderbird doesn't show new messages.
361880,major,Forwarding multipart/related mail corrupts German special characters
361882,normal,"Reply, Reply all and Forward do not work on mail opened from attachment"
361885,major,Forwarding multipart/related mail corrupts German special characters
361894,normal,"Message with attachment, but with empy title and body doesn't show up"
361895,normal,Selecting and copying addressbook entries is not possible
361916,normal,"Simultaneous ""master password"" prompts for every account requiring a password"
361918,normal,All Trash folders renamed to Deleted
361969,normal,Bug 350024 is marked as resolved but it is still an issue in MacOSX Intel platform.
361976,normal,"Checking ""Enabled"" box in Message Filters window causes filter list to jump"
361985,trivial,Address Book quick search text box too short
362018,normal,Thunderbird loses key strokes when busy
362059,normal,Unsent message should be editable
362086,major,To pick the right component
362107,normal,The program 'thunderbird-bin' received an X Window System error
362112,normal,Application freezes when sending back a requested mail acknowledgement
362113,normal,Unable to get/send mails from IMAP Server
362130,normal,"Improper error message ""is already running"""
362133,normal,Rename Go Back / Go Forward buttons to Back and Forward
362138,normal,Add Strings for Tabs
362158,normal,"subject of messages in the alert window not showing ""Re: """
362181,normal,Enigmail not supported
362192,normal,Automatic word wrap of quoted text inserts extra blanks
362215,critical,crash at startup in Tb (en-US version) with $LC_TIME set to 'fr_BE'
362220,normal,POP Email subfolders alternate bold and regular fonts even if no unread mail inside them.
362223,normal,Contextual menus expanding off the screen
362225,critical,"crash while displaying ""xx new messages"" alert"
362240,normal,Thunderbird's Talkback uses legacy Netscape artwork and branding
362241,normal,Current selected mail in the list panel is lost when Tb compacts folders
362243,major,filters operate differntly depending on how they are applied.
362245,normal,curser occasionally does not move forward when space bar pressed
362247,normal,Junk mail not always put in trash
362249,normal,Return breaks omitted in sent messages
362314,normal,thunderbird thinks I have an unread message when I don't
362315,normal,thunderbird thinks I have an unread message when I don't
362333,major,changing to a directory sometimes causes arbitrary message to be labled as junk and moved to junk or trash folder.
362334,trivial,"no progress msg any more when compacting folders, ""horrifying"" blank inbox"
362342,normal,Plain Text Messages Appear in Light Gray Color
362343,normal,Obsolete Preference for Quoted Plain Text Color
362346,trivial,Password Dialog Appears Momentarily with Saved Password
362351,minor,"After I changed a ""List"", the list props not changed on the screen..."
362354,normal,"After the filter's ""Folder Selection"" popup the destination folder not changed..."
362361,critical,lost mails
362385,minor,"""Supspected"" typo in privacy.dtd, key phishingDetector1.intro"
362398,normal,Partially-downloaded POP messages cannot be fetched
362402,normal,View->Toolbars->Formatting Toolbar does not have any effect.
362407,normal,View->Toolbars->Status Bar does not have any effect
362409,normal,Mail Start Page cannot be opened once closed. Must restart Thunderbird
362415,normal,Contextual menus do not behave properly in version 3.x Mac
362417,normal,Preferences window flickers and jumps when switching between panels
362434,normal,Add IPv6 support to phishingDetector.js
362455,normal,Build system does not honor --disable-printing
362470,normal,reply or forward of message from IMAP gets wrong sender from multiple identities
362478,normal,Thunderbird (WINNT 5.2 tb-win32-tbox Depend) compiled with winver 0x400
362491,minor,Drag-and-drop attachments fail upon saving
362499,normal,Software Update text overflows space for text and gets obscured
362500,minor,"""Next unread"" doesn't find messages downloaded in current folder/newsgroup since we entered it"
362519,normal,after using detatch to remove attachment from message the message is saved to the selected folder but not removed from the message even t hough pop up says it was removed.
362520,normal,"From and Reply Addresses As Sent, Change Into A Different Address When Received"
362532,critical,accessibility: crashes while arrowing down treetable in account settings
362533,normal,Bump Thunderbird 2 version string to 2.0b1
362535,major,accessibility: crashes when quitting address book
362545,critical,accessibility: crashes when using escape key to exit add-SMTP-server dialog
362557,normal,Add Support For Editing Tags
362560,normal,Tag UI Polish
362567,major,Customize Message Views modal dialog won't go away
362581,trivial,smtp server adress appears in account name
362590,normal,Context 'Print Preview' menu lacks an accesskey
362592,minor,Manually marking messages as junk doesn't move messages to junk if 'Move incoming messages determined to be junk mail to' option isn't checked
362657,normal,unable to copy .eml message into imap or local folder
362675,minor,Thunderbird 1.5.08 - Bad signature import (codepage 8859-2) in Czech version
362689,critical,"toolbar shows mail downloading,but mail does not appear in any mailbox"
362693,normal,mail bounced
362697,critical,further info on bug I already reported
362699,major,A rule is broken in Mozilla Thunderbird and needs to be fixed it's the filter that responds to e-mail's.
362715,normal,buggo
362732,normal,Incorrect display of some HTML code (source of message in details)
362737,normal,Permanently allow Domain Name Mismatch for secure IMAP
362741,normal,"Selecting folder with previous view unread, while viewing another unread folder, fails."
362749,normal,Unable to create custom view for 'unread' and/or something else.
362754,trivial,confirmPhishingUrl entity is not logically formulated
362755,normal,Beta 1 Release notes
362769,minor,"responding to moved mails don't mark them as ""responded"" (with the green arrow on the envelope)"
362792,critical,"crashes, when pressing Enter, while standing on the last _empty_ item of the list"
362816,major,Thunderbird browsing Active directory address book
362821,normal,PDF attachments received by others as DAT files
362823,normal,Race condition on Thread Exit event
362828,normal,Cannot send certain e-mail messages
362829,major,User interface incosistancy.
362830,normal,"only 1+19 accounts displayed in account manager and ""receive email for..."" menu"
362897,normal,100% CPU for 15 seconds when sending msg or opening address book
362899,critical,"All mail deleted, account deleted"
362945,normal,Multiple Instances of thunderbird or any other IMAP client cause problems in IMAP
362953,normal,Cannot send email when email is copy of part of webpage incl image (copy from IE6 into thunderbird)
362966,major,"POP3 ""Leave messages on server"" ignored and always deleted from server"
362989,normal,tags lost by moving message from IMAP to local folder
362990,normal,Customize Message Views dialog's selection should not affect View menu selection
363091,normal,invalid EHLO command is sent via in smtp session when TLS is used
363110,major,Invalid 'Size' display in 'Folder Sidebar'
363133,normal,mail (from AOL) with inline image - image does not save properly
363135,minor,Compose window loses focus if using X-mouse and composer started via command line (thunderbird -compose)
363137,normal,"Sort by group and date and , delete doesn't update display"
363160,normal,duplicates of all inbox email messages
363163,major,Thunderbird is chewing up cpu cycles even when idle.
363177,normal,duplicate email entries in thunderbird inbox
363192,normal,"When top bar of prefs window has focus, it should show focus rectangle"
363201,normal,Up & Down Arrow keys jump 2 messages at a time instead of one in message listing.
363206,normal,Cannot drag icons to toolbar from Customize Toolbar dialog
363208,normal,"Custimize Toolbar window should be a dialog or sheet, not a separate window"
363209,normal,Deleting a mailbox referenced by saved searches generates multiple IMAP errors.
363217,normal,starting TB resets display to 8 bit color quality on all open programs.
363224,normal,Multiply-Defined  PrintJobCUPS symbols breaks build
363284,normal,crash @ nsStringInputStream::Read()
363302,major,"Thunderbird Alters Outgoing Messages, Invalidating PGP Signatures"
363314,major,can't uninstall thunderbird
363405,major,Thunderbird doesn't show all messages in folder
363459,normal,credits list needs a refresh
363466,major,RSS preview is 60% narrower than it should be
363475,normal,compose window disabled menus turn black on mouseover
363481,minor,"Subscribe dialog box hangs with ""Please wait..."" when used in Offline mode."
363503,normal,UI issues with progress bars on Fedora Core 5
363509,normal,T'Bird Beta 1 RC 2 Junk Settings in Account Settings not allowing LDAP
363527,critical,Thunderbird will no longer open after I updated to 1.5.0.8
363550,normal,Auto forwarding in filter
363555,trivial,Text is too near to window bottom
363565,trivial,Spaces at the line end handled incorrectly
363567,normal,Letters in Draft folder are not removed
363576,normal,installation of new dictionaries not implemented
363582,normal,No vertical scrollbar when using Vertical View plus Message Pane and message has an image.
363595,major,Thunderbird hangs for 30 seconds when autocomplete an email adress
363614,trivial,password prompts no longer block the window
363620,major,"Inconsistent tab size in Message Composition window, when using Variable Width Body Text"
363630,major,[TB-3a1] 'Save Image' is not working after todays update (12/12/06)
363644,major,Upgrading to a new Thunderbird nightly build loses spell check
363663,critical,Thunderbird closes / crashes upon startup when set to default to viewing messages in imap folder.
363666,major,No messages show up in IMAP folder listings
363671,normal,Mail subject displayed incorrectly in message list and notification popup
363673,normal,Wrong display of Recipient in message list
363701,normal,Removing a tag from messages fails
363705,major,"Adding attachment, altering and attaching again uses old attachment not new."
363709,normal,"Toolbar display prefs (icon size, text) not migrated at install"
363712,major,[l10n] Import Wizard dialog can't be localized
363714,normal,Can't open most PDF attachments from Thunderbird 1.5.0.7
363720,normal,extra unwanted border on message list scrollbar
363730,major,Thunderbird lacks import mbox function
363738,minor,Pressing Escape on Character Encoding warning box does not Cancel sending message
363750,major,C++ runtime error when installing thunderbird
363760,normal,Search on entire message in TB 2.0b1 cannot find Cyrillic text in some messages (with attachments?)
363765,normal,Junk filter no longer operational
363772,normal,New mail alert notification not clickable
363800,minor,Stripes in thread pane are too faint
363815,major,inconsistent database content for newsgroup
363843,minor,Toolbar's 'use small icons' doesn't work first time
363851,major,thunderbird-2.0b1 fails to move marked junk mail for gmail to junk mail folder.
363862,critical,Excel Attachment not coming through as an excel attachment.
363869,normal,"Cannot apply ""is in my addressbook"" related filter to ""RECIPIENT"" type fileds"
363919,normal,saved search folder refreshes continuously
363936,normal,Additional initial space characters added to lines after plaintext mail is sent
363941,normal,"IMAP IDLE fails if untagged data arrives before ""+ idling"""
363962,normal,message view setup and advanced search missing option to search by untagged
363973,normal,"Header in ""Single mail window"" does not show Date for mails in Local Folder (IMAP works)"
363979,normal,package storage.xpt and dom_storage.xpt
363980,trivial,Change context-menu text for Create Filter function
363989,normal,text attachments have corrupted line endings due to 7bit encoding
363990,major,Insert Image from local hard drive doesn't work
363993,minor,"Trunk: ""Click to always load..."" fails for existing address card"
363996,normal,subject in new mail notification is stripped of Re:
363998,normal,quoted printable message preview text of new mail notification is not decoded
364012,minor,Address Book does not automatically concatenate the First and Last Name Fields to Form Display Name
364031,normal,"Email address lookup fails if case difference between ""to:"" field and address book entry"
364046,normal,vgfhdfhyu
364047,normal,vgfhdfhyu
364048,normal,vgfhdfhyu
364063,normal,shows incorrect unread count for last newsgroup if leaving account expanded
364072,normal,"Opening attachment dialog doesn't provide the usual ""Open with application"" item"
364082,critical,mail lost when moving from local to remote folder in offline mode
364116,normal,Virtual Folder list contains an extraneous splitter
364123,normal,JavaScript Error: gNotificationsDialog is not defined
364180,normal,Emails signed with S/MIME certificate when saved as draft
364190,normal,Folders won't delete!
364196,normal,"Ctrl-A (Select All) does not work in ""Search Messages"" Results window"
364199,normal,"False ""Thunderbird is already running"""
364211,major,Show images button appears outside of screen if localised text is long
364218,major,"Printing to Xerox WorkCentre 7132 CS produces message ""An unknown error occurred while printing."""
364229,normal,make contacts sidebar keyboard-accessible
364236,normal,Deleting new mail while message pane is closed keeps new mail notification on folder
364238,normal,Reply to multiple messages is restricted to 9 messages ?
364239,normal,'Load images' button appears before 'not scam' button but if clicked 'not scam' becomes active
364275,major,Account Wizard static text needs LABEL_FOR set
364295,normal,Thunderbird generates names to attached files with Unicode names that other e-mail (and webmail) applications cannot understand.
364328,critical,"Thunderbird hangs, when new mail arrives"
364373,major,Message thread status is not communicated through accessibility API
364375,normal,unresponive script message every time I open thunderbird
364376,major,Not all Message fields text labels are communicated to accessibility API
364378,normal,unresponive script message every time I open thunderbird 1.05.08
364394,minor,Cannot read emails with many attachements because of GUI limits
364409,normal,building Thunderbird is failing on 10.4.8 MacBook Pro (intel)
364410,normal,Thunderbird will not accept my pop server --
364416,minor,"""n"" (a.k.a. Go > Next > Unread Message) takes me back through NNTP messages I've already read"
364428,major,1.5.0.9 gives error -12263 when switching folders
364439,minor,"Missing attachment information when I'm using ""save as..."" to save an e-mail as .txt-file"
364457,critical,when new version installed (1.5.0.9) contents of Inbox disappeared
364485,normal,cannot update to .9
364501,normal,reports new mail in system tray and there is no new mail
364542,normal,View > Messages > All/Unread doesn't uncheck
364554,normal,"No response when ""save as"" the attachment"
364564,major,No support for MS Office & OpenOffice & PDF attachments
364570,major,tags search ignored on groupwise IMAP
364584,major,Wrong Timestamps since update 1.5.0.9 (German)
364607,minor,Enigmail ask for passphrase after enigmail is uninstalled
364609,major,TB draws high CPU immediately after system comes out of standby
364635,minor,Default install: all buttons don't appear correctly & 3 rows of same buttons.
364640,normal,"You sort the contents of an address book correctly on the screen but when I print an address book after adding cards to the address book, it prints in what appears to be chronological order rather than sorted order - very annoying =)"
364647,normal,Thunderbird 1.5.0.9 freezes with hourglass causing all summary files to be rebuilt upon next startup
364687,normal,Double-height attachment window with multiple attachments
364716,normal,"""Move to"" list does not update when new IMAP folders added"
364717,normal,could not connect to server......  connection was refused
364729,normal,Documented width and height options are ignored
364746,critical,Installing Thunderbird upgrade 1.5.0.9 deleted files.
364747,major,Thunderbird 2.0 will not install foreign dictionary into itself but in FireFox.
364753,normal,"Thunderbird displays the ""from"" address instead of the ""from"" name in the ""Sender"" column for my (AOL) IMAP accounts."
364757,normal,"When copying a message from another account to an (AOL) IMAP account, Thunderbird replaces the message's original date with the date that I copied the message."
364758,major,Hourglass when clicking on treeview folder after incoming mail filtered.
364790,major,Cannot Move/Copy atatched emails when forwarded
364795,critical,"Hourglass on folders window after msg ""Unable to load [...] history.mab [...]"""
364803,critical,Thunderbird will not open.
364806,normal,Incorrect Message RFC 2822.Date field displayed (off by 1 hour)
364817,normal,(trunk-only) JS Error when first opening Contacts Sidebar
364829,major,"Cannot Compose, reply, nor foward"
364855,normal,Cannot move or copy an email into newly created subfolder
364860,critical,"Downloaded message from POP disappears (not in trash, not anywhere)"
364871,major,installer file crupt
364875,major,not able to use address book..cannot add new address
364897,normal,"After new email downloaded message view and email View plane out of sync, crashes when trying to exit the app"
364911,normal,1.5.0.9 sends emails that are not received
364913,minor,Account Outgoing Server Problem
364916,normal,100% CPU utilization after sending email
364929,critical,"""Unable to Load Address Book File"" while TB is idle"
364936,normal,Front-end losts messages
364941,normal,Please tell me how to add personal icons for the priority FIELD or change the code if necessary
364946,normal,Please tell me how to add personal icons for the priority FIELD or change the code if necessary
364947,normal,Please tell me how to add personal icons for the priority FIELD or change the code if necessary
364955,normal,Please tell me how to add personal icons for the priority FIELD or change the code if necessary
364984,normal,messagepane content not cleared when opening saved search folder with no matches
364990,critical,"Corrupt mail from delete, to undelete"
364995,normal,New Account Setup: Alert Message; Please enter a valid host name
365009,major,IMAP inbox mail folders forget prefix
365012,normal,"No folder list when starting TB on linux with xfce4.4 (rc1, rc2)"
365016,normal,Preview for messages in newsgroup not always possible
365017,normal,A message is unselected when thunderbird compacts folders
365026,normal,Custom Headers in Filter Rules lack negative actions
365041,normal,Changing tags with keyboard fails to redraw the message highlight with the appropriate color
365120,critical,crash SEGV [@ nsCOMPtr_base::~nsCOMPtr_base() ] on click in a Thunderbird Compose window which had been left idle for hours
365126,minor,Mail notification is not clickable
365135,normal,Shortcuts to Mark a message are case sensitive
365162,critical,Crash when opening preférence windows
365163,normal,Alert appears  (failed to connect to server my.inbox.com)
365164,normal,Dialogs that use searchTermOverlay.js can't be overlaid correctly
365177,major,TB continuously eats up CPU resources; UI does not respond while doing so
365195,major,cannot send email.TB different to TB in windows.
365198,normal,"When creating filter, the scroll bar won't stay put. It jumps back to its earlier place while trying to select destination folder."
365216,normal,Undefined entity error on main screen
365220,normal,address bug: email with space at the end creates strange emailadresses
365228,minor,Viewer no more underlines words
365253,normal,Attachment name of fowarded messages is problematic
365279,normal,Thunderbird allows setting master password when it'snot enabled
365282,normal,Thunderbird changes specified content type to text/plain when programatically sending email via javascript
365292,normal,Thunderbird fails to take any action when a mail attachment is opened or double-clicked from the message window.
365316,normal,Overwrite of surnames when displayname is missing and the contact is choosen via the To:-Field
365318,critical,IMAP connections limit problem for 5 IMAP mail box's
365327,normal,When checking mail mozilla does not prompt for password if the pop password has been changed
365329,normal,string to date conversion returns wrong value for dates in february when run after 28th of each month
365330,normal,"no auto-refresh on folders list under ""copy in - Local folders ..."" after creation of new folder (first level)"
365334,major,Performance is very(!!!) for all Prgs slow while loading Mail.
