id,description
515149,bugmail mixes https and http urls.
515149,BugMail.pm uses urlbase for dependency notifications despite sslbase is set
508189,Logging in after changing your password exposes your new password in the URL
508189,[SECURITY] Logging in after changing your password exposes your new password in the URL
508189,[SECURITY] Logging in after resetting your password exposes your new password in the URL
515191,SQL Injection via Bug.search
515191,[SECURITY] SQL Injection via Bug.search
515191,[SECURITY] SQL Injection via Bug.search and Bug.create
515191,[SECURITY] SQL Injection via Bug.search (CVE-2009-3125) and Bug.create (CVE-2009-3165)
515328,Object->create() should validate that its fields are actually valid database columns
515328,Object->create() and Object->match() should validate that their fields are actually valid database columns
515061,Release Bugzilla 3.4.2 and 3.5.1
515061,"Release Bugzilla 3.0.9, 3.2.5, 3.4.2, and 3.5.1"
515061,"Release Bugzilla 3.0.9, 3.2.5, and 3.4.2"
515454,"Security Advisory for Bugzilla 3.0.9, 3.2.5, 3.4.2 and 3.5.1"
515454,"Security Advisory for Bugzilla 3.0.9, 3.2.5, and 3.4.2"
515845,Attempted DDoS of qa30 installation on landfill?
515845,Attempted DDoS of qa30 installations on landfill?
516157,mySQL 6.x uses ENGINE not TYPE for invoking InnoDB
516157,MySQL 6.x uses ENGINE not TYPE for invoking InnoDB
516157,MySQL 6.x/5.2/5.4 uses ENGINE not TYPE for invoking InnoDB
516157,"MySQL 6.x/5.2/5.4 uses ""ENGINE"", not ""TYPE"", for altering tables to InnoDB"
516941,projet column in bug list
516941,Product column in bug list
517793,The Bugzilla::Template::_init method causes Bugzilla::Template->create() to leak a small amount of RAM
517793,Bugzilla under mod_perl leaks RAM because of the Bugzilla::Template::_init method
512983,"missin ',' in field-descs.none.tmpl"
512983,Missing comma in field-descs.none.tmpl
455559,The requestee field should be narrower in show_bug.cgi
455559,The requestee field should be narrower
519676,"You cannot set parameters to empty values with an ""answers"" file when creating an installation"
519676,"You cannot set parameters to false values with an ""answers"" file when creating an installation"
436189,Word wrap of comments broken by new CSS width constraint
436189,Word wrap of comments broken by new CSS width constraint under certain fonts
520448,Bug.history call leaks email addresses when not logged in
520448,WebService calls leak email addresses when not logged in
517534,Release Bugzilla 3.0.10 and 3.5.1
517534,"Release Bugzilla 3.0.10, 3.4.3, and 3.5.1"
521416,Adding component causes: Undef to trick_taint
521416,Adding component on IIS causes: Undef to trick_taint
521416,Adding component on IIS 5.1 causes: Undef to trick_taint
521416,Adding component on IIS causes: Undef to trick_taint
521416,Some web servers fail to set the QUERY_STRING parameter
521416,Some web servers fail to set the QUERY_STRING parameter (causing undef errors on IIS)
493242,Garbaged charactor on show_activity log
493242,Garbaged UTF-8 characters on show_activity log
522404,"Product->update and Product->create should clear $user->selectable_products, etc."
522404,Cannot create components for multiple products in a row in one script
523310,Intranet Port is showing when i try to access the bugzilla through internet
523310,Intranet Port is showing when trying to access the bugzilla through internet
523762,Template::before_process hooks causes infinite recursion if it throws an error
523762,Template::before_process hook causes infinite recursion if it throws an error
523762,template-before_process hook causes infinite recursion if it throws an error
525025,Custom field names having UTF8-characters in them crash Bugzilla and cannot be updated
525025,Custom field names having UTF8-characters in them crash Bugzilla
524891,Leading whitespace is trimmed from comments
524891,Leading whitespace is trimmed from all comments
452919,"English strings ""Created an attachment"" and ""details"" in localized installations"
452919,"English string ""Created an attachment"" in localized installations"
528201,buglist.cgi post-2-get redirect did not work behind reverse proxy - missuse of HTTP_X_FORWARDED_HOST
528201,buglist.cgi post-2-get redirect did not work behind reverse proxy - misuse of HTTP_X_FORWARDED_HOST
475234,OS sniffing doesn't detect Windows 7 nor 2008
475234,OS sniffing doesn't detect Windows 7
369489,"Link for ""Target Milestone:"" goes to wrong place on new bug page."
369489,"Link for ""Target Milestone:"" goes to wrong place on new bug page (remove milestoneurl)"
360626,ThrowTemplateError() used in Util.pm
360626,ThrowTemplateError() and ThrowUserError() used in Util.pm
360626,ThrowTemplateError() used in Util.pm
500853,Small UI fixes to fields.html.tmpl
500853,"""a"" classes in Bugzilla CSS cause non-href anchors to style like links"
529416,Blocks-alias is shown even for bugs the user cannot access
529416,[SECURITY] Dependency lists display bug aliases even for bugs the user cannot access
529495,Need extra open blacket at global/code-error
529495,Need extra open bracket at global/code-error
425668,Changing bugs omit body classes
425668,Changing bugs omit body classes (centralize show_bug header stuff in templates)
425668,Changing bugs omit body classes
425668,Changing a bug (via process_bug) omits body classes and other header information when displaying the current/next bug
531107,Enabling a extension results in Perl Command Line Interpreter has stopped working with Deep recursion on subroutine warnings
531107,"[Windows] Enabling a extension results in ""deep recursion on subroutine"" warnings"
531439,Invalid parameter
531439,"""Invalid parameter"" error when editing groups on editgroups.cgi"
532025,"Under mod_perl extensions throws ""not a valid name for an extension"""
532025,"Under mod_perl, starting Apache w/ extensions enabled throws ""not a valid name for an extension"""
532318,[Windows] Skip loading Apache::SizeLimit when Apache2::MPM->is_threaded() returns true
532318,[Windows] Apache2::SizeLimit (for mod_perl) doesn't work on Windows
532517,Security Advisory for Bugzilla 3.5.3 an 3.4.5
532517,Security Advisory for Bugzilla 3.5.3 and 3.4.5
532517,"Security Advisory for Bugzilla 3.5.3, 3.4.5, 3.2.6 and 3.0.11"
515515,mid-air collision results when user's timezone preference differs from server's
515515,"For clients, mid-air collision results when user's timezone preference differs from server's"
532911,May not be able to upgrade to future versions because of existing data/nomail code
532911,May not be able to upgrade to future versions from old versions because of data/nomail migration code
533067,Should not allow 'edit search' on tag-based bug searches
533067,Should not allow 'edit search'/'remember search' on tag-based bug searches
532515,Release Bugzilla 3.5.3 and 3.4.5
532515,"Release Bugzilla 3.5.3, 3.4.5, 3.2.6 and 3.0.11"
434801,.htaccess doesn't prevent to read old-params.txt from the web
434801,[SECURITY] .htaccess doesn't prevent to read old-params.txt from the web
434801,[SECURITY] .htaccess doesn't prevent reading old-params.txt from the web
465118,error message lost track of objects while talking about versions or bugs
465118,"The ""version_has_bugs"" error message is maybe unclear"
465930,"error message should talk about ""bugzilla accounts"" and ""Default Assignee:"" not just addresses and ""initialowner:"""
465930,Some fields have no description in the user auto-completion form
534844,Bugzilla interface is verry slow
534844,Bugzilla interface is very slow when a user is in hundreds of groups
532518,Attachment Access Denied page for displays user as being logged out
532518,Credentials are not checked correctly when viewing one attachment from another bug's alternate host
385606,Logincookies are not deleted from DB
385606,Logincookies are recreated at each HTTP request when using the 'Env' auth method
483987,Administrator can't create account when using env authentication
483987,Administrators can't create user accounts when using the Env authentication method
537789,'Add users to my watch list (comma separated list)' link not working!
537789,The 'Add users to my watch list (comma separated list)' text is linkified but is not a link
537887,Can't unset flag I requested because I'm not in the request group
537887,The flag setter should be able to unset a flag even if not in the request group
538211,template does not show conditional fields
538211,Bookmarkable template does not show value-controlled fields on enter_bug.cgi
538211,Value-controlled fields do not behave correctly when parent field values are already set in the template
538211,Value-controlled fields do not behave correctly with bookmarkable templates on enter_bug.cgi
538337,recode.pl delete rows of version table
538337,recode.pl deletes rows of version table when upgrading from 2.16.4
514703,"Bug reference is not a link when linebreak between ""bug"" and number"
514703,"Bug reference is not a link when linebreak between ""bug"" and number (comment wrapping breaks autolinkification)"
539212,simple search does not work when searching for open defects
539212,Simple search broken when searching for open or closed bugs only
509030,Changed older than on Search ignored
509030,"""Changes older than"" in Advanced Search is sometimes ignored"
540685,No way to reassing user who's email has been deleted locally
540685,No way to reassign user who's email has been deleted locally
533363,"Using ""Bug ID contains foo"" in boolean charts crashes PostgreSQL 8.3 and newer"
533363,"Using ""Bug ID contains foo"" in boolean charts or ""Exclude bug numbered"" crash PostgreSQL 8.3 and newer (non-character data types are no longer automatically cast to TEXT)"
533363,"[PostgreSQL] Using ""Bug ID contains foo"" in boolean charts or ""Exclude bug numbered"" charts crash PostgreSQL 8.3 and newer"
533330,JSON-RPC webservice returns a bad date format
533330,JSON-RPC webservice returns and expects a bad date format
542328,extensions/create.pl does not create lib/*.pm modules correctly
542328,extensions/create.pl does not give the lib/Util.pm module a correct package name
543346,Release Notes for Bugzilla 3.0.10
543346,Release Notes for Bugzilla 3.0.11
543459,The new duplicates.cgi is so slow that on bmo it will never return
543459,The new duplicates.cgi is somewhat slow on large databases
543500,Cannot create new component
543500,Cannot add/edit components anymore (regression in user matching)
544434,Product not displayed on describecomponents.cgi can be accessed via 'product' parameter
544434,describecomponents.cgi only lists enterable products
520993,Custom field that should appear only when Resolution is FIXED is not displayed when changing bug to RESOLVED FIXED
520993,Custom field that should appear only when Resolution is FIXED is not displayed when you change the status to RESOLVED
542464,dependency graph containing summary with german umlaut does not work
542464,Dependency graphs cannot be displayed when bug summaries contain UTF8 characters
498309,quoteUrls needs to cache 'bug' term
498309,Calling get_text in quoteUrls over and over is very slow (show_bug.cgi page with many comments is slow)
531577,Single-file extensions will look for their templates in extensions/template/
531577,Single-file extensions will look for their templates in extensions/template/ and libraries in extensions/lib/
547126,JSON-RPC WebService should return errors identically coded as XML-RPC WebService
547126,JSON-RPC WebService should return errors identically numerically coded as XML-RPC WebService
547428,SQL error on deleting a Product with series but there are no series entrys in the database
547428,SQL error when deleting a product and its related series when it has none
547512,"Remove ""Get your Bugzilla T-shirt!"" section on bugzilla.org"
547512,"Update ""Get your Bugzilla T-shirt!"" link on bugzilla.org"
548933,Recent patch for bug 545277 breaks being able to close a bug as DUPLICATE
548933,"Clicking ""Mark as duplicate"" changes the resolution to FIXED"
474738,Search description is misleading about boolean charts
474738,"Search description doesn't explain when the search type is ""not equals"""
547465,Release Bugzilla 3.6rc1
547465,Release Bugzilla 3.6rc1 and 3.4.6
549671,"The ""1.3. New Versions"" is out-of-date"
549671,"The ""1.3. New Versions"" section is out-of-date"
398879,Logging in after canceling a password-change token throws an error
398879,Logging in after canceling a password-change token or creating an account throws an error
550148,Cannot search bugs by Quicksearch by Bug number.
550148,Cannot quicksearch for multiple bug ids by separating them with a comma
549588,"Documentation incorrectly refers to localconfig for ""priorities, severities, platforms and operating systems"""
549588,"Documentation incorrectly refers to localconfig for priorities, severities, platforms and operating systems"
550966,'Deep recursion on subroutine' if there is a compilation errors in the extension code.
550966,'Deep recursion on subroutine' if there are compilation errors in the extension code.
552167,show_bug.cgi loads a bunch of flagtypes from the database over 60 times on a single page load
552167,show_bug.cgi loads flagtypes from the database for each attachment
551977,[bugzilla 3.4.6] Buglist: show custom field
551977,Custom fields are not displayed in buglists
552676,"""Change several bugs at once"" mechanisem doesn't work"
552676,"""Change several bugs at once"" mechanism doesn't work"
553255,config.cgi is extremely slow with lots of products
553255,config.cgi should be using Bugzilla::Product::preload
553693,SECURITY: LogOut Doesn't Work if Password Update is Attempted and Fails
553693,[SECURITY] Logout doesn't work if password update is attempted and fails
553693,A new logincookie is created when changing the password or email address instead of reusing the existing one
554729,User.login in the WebService returns (invalid) cookies when called with bad arguments
554729,User.login in the WebService returns (invalid) cookies when logging in a disabled user
550765,Garbaged charactor when using template/ja/default/setup/strings.txt.pl
550765,Unicode install_string strings aren't rendered properly in the web interface
550299,Assignee is left blank in Whines
550299,"Assignee is left blank in Whines, anonymous searches"
550299,"Assignee is left blank in Whines, anonymous searches when users are configured to use an Email Suffix with no fully qualified username"
550299,User fields are left blank in buglists and whines when local user accounts are used (i.e. they have no @company.com suffix)
557017,Not localized strings in the User Preferences section
557017,Non-localized strings in Administration > Groups (descriptions of default groups are not localized)
557763,default assignee and default qa contact show as '1' and '1' for plugins:.NET (Microsoft)
557763,The default assignee and QA contact are not displayed correctly if the component name starts with a dot or an underscore
557769,install-module.pl fails to install DateTime::Locale on RHEL5.2
557769,install-module.pl sometimes fails to install DateTime::Locale and other modules
558199,Unused variable in Search.pm
558199,Unused variables in Search.pm
559718,"Bugzilla fails to install modules because of ""Can't call method ""cpan_method"" on an undefined value"""
559718,"Bugzilla fails to install modules because of ""Can't call method ""cpan_version"" on an undefined value"""
559988,Release Bugzilla 3.4.7
559988,Release Bugzilla 3.4.7 and 3.7.1
559988,"Release Bugzilla 3.7.1, 3.6.1, 3.4.7 and 3.2.7"
560215,cannot attach any file if maxattachmentsize is 0
560215,maxattachmentsize = 0 means that you cannot attach any file to bugs
560330,Installing DateTime with install-module.pl fails if Module::Build isn't installed
560330,Old versions of CPAN don't install DateTime properly
561129,Various warnings thrown by Search.pm
561129,Various warnings thrown by Search.pm: Perl 5.12 complains for lc(undef) and uc(undef)
561797,checksetup.pl with $suexec=1 sets localconfig as world readable
561797,checksetup.pl with $suexec=1 sets localconfig as world readable (suexec permissions have several problems)
561797,[SECURITY] checksetup.pl with $suexec=1 sets localconfig as world readable (suexec permissions have several problems)
561797,[SECURITY] checksetup.pl with $suexec=1 sets localconfig as world readable
561797,[SECURITY] checksetup.pl with $use_suexec=1 sets localconfig as world readable
562014,"Advanced searching using ""keyword"" field returns incorrect results when >1 keyword"
562014,"Advanced searching using ""keyword"" field returns incorrect results when >1 keyword present in bugs"
562014,"Advanced searching using ""keyword"" ""contains none"" or ""does not match regex"" field returns incorrect results"
562551,Template Hooks cannot be utilized without extensions/create.pl
562551,Template Hooks cannot be utilized without code (Extension.pm/Config.pm) extensions existing
455302,"Name and Password should be ""Name"" if !user.authorizer.can_change_password"
455302,"Change the ""Name and Password"" tab to be ""Account Information"" (as password may or may be changeable)"
455302,"Change the ""Name and Password"" tab to be ""Account Information"" (as password may or may not be changeable)"
564433,How localize strings
564433,Why strings on images aren't localized
564433,"Localized values are not displayed in the ""Field only appears when"" field when editing custom fields"
565145,Invalid Parameter 'in_new_bugmail' error after submitting a new bug
565145,Invalid Parameter 'in_new_bugmail error after submitting a new bug
565145,Invalid Parameter 'in_new_bugmail' error after submitting a new bug
565145,Invalid Parameter 'in_new_bugmail' error after submitting a new bug
565314,"Cannot remove dependency for fixed bug where blocker is reopened, but can remove block from reopened bug"
565314,"Cannot edit FIXED bugs when a blocker is open, when ""noresolveonopenblockers"" is on"
561296,Cannot update priority name when it is the default priority
561296,Cannot update a field value's name when it is the default value
560281,Bugzilla interface shows up in frames of deleted attachments in View All
560281,"Do not display deleted attachments in ""View All"""
364833,"Don't say ""commit"" for personal settings"
364833,"Replace the button label by ""Save"" (instead of ""Commit"") for tags in the page footer"
510147,Wide character in print at collectstats.pl line 206. Result from running perl -T collectstats.pl
510147,"Some product names can trigger ""Wide character in print at collectstats.pl line 206"" warnings"
567671,"Test::Taint throws a warning every time it's loaded, on perl 5.10"
567671,"Test::Taint throws a warning every time it's loaded, on perl 5.10, and makes errors into test failures"
568019,needs help pls : BugZilla LDAP Authentications
568019,Crash when authenticating using LDAP
568503,config.cgi does not set a charset in Content-Type
568503,"charset is not set for application/* types (XML, JSON, Atom, RDF, Javascript...)"
561379,Upgrading from 3.4.4 to 3.6 fails with ORA-01400
561379,"Upgrading from 3.4.4 to 3.6 fails with ORA-01400, because group_control_map.entry is NOT NULL and has no DEFAULT at that point"
571817,Invalid parameter passed to Bugzilla when Editing Groups
571817,Invalid parameter passed to Bugzilla when Editing Groups on IIS
572602,Calling Bug->create() without assigned_to specified does not produce a default assignee
572602,Calling Bug->create() without fields specified does not produce values for those fields
490322,"Search by keywords using ""contains all of the keywords"" returns substring matches"
490322,"""contains all of the words"" (allwords) searches on keywords don't work in Bugzilla 3.6"
575097,Cannot display bugs (STS problem?)
575097,The strict-transport-security implementation prevents bugs from being displayed
575097,New STS header in Bugzilla::CGI causes malformed header error due to lack of Content-Type naming
576060,[SECURITY] checksetup.pl with $use_suexec=1 sets .bzr/ and data/webdot/ as world readable
576060,checksetup.pl with $use_suexec=1 sets .bzr/ as world readable in 3.6
575340,Max Pass Length on Pass Reset Page Shorter than Login Page Max Pass Length
575340,"When resetting the password, there is still a ""maxlength"" on the ""New Password"" fields"
577014,"[SINGLE|MULTIPE]_SELECT custom fields with no new values, containing only the default value '---' and marked as mandatory, blocks the user to update/create a bug"
577014,"[SINGLE|MULTIPLE]_SELECT custom fields with no new values, containing only the default value '---' and marked as mandatory, blocks the user to update/create a bug"
417048,Boolean charts let me query for users being in any given group
417048,[SECURITY] Boolean charts let me query for users being in any given group
577139,[SECURITY] request.cgi lets you know whether a product exists or not
577139,[SECURITY] request.cgi and duplicates.cgi let you know whether a product exists or not
577557,"PostgreSQL cannot test injection with integer columns, for xt/search.t"
577557,"PostgreSQL cannot test injection with integer or date columns, for xt/search.t"
577538,xt/search.t does not pass on PostgreSQL
577538,xt/search.t does not complete on PostgreSQL
577538,xt/search.t does not pass on PostgreSQL
577574,"When creating a new component and an error is thrown, the default roles are cleared"
577574,"When creating a new component, or editing a bug and an error is thrown, the autocomplete fields loose the newly entered information"
577574,Fields using YUI autocomplete lose their additionally-entered data when pressing the Back button
577754,"Updating bugs_fulltext is really, really slow"
577754,"Updating bugs_fulltext for a 3.6 upgrade is really, really slow"
577851,config.cgi?ctype=rdf did not work in 3.4.7
577851,config.cgi?ctype=rdf does not work in 3.4.7
577851,config.cgi does not work in 3.4.7
578324,"The ""Hours Left"" field in show_bug.cgi rejects all values passed to it"
578324,"The ""Hours Worked"" field in show_bug.cgi rejects all values passed to it"
578324,"The ""Hours Worked"" field in show_bug.cgi rejects all values passed to it if it would make the Remaining Time negative"
536183,"Docs claim bug lifecycle is ""hard-coded"""
536183,"Docs claim bug lifecycle is ""hard-coded"" despite that's no longer true"
578240,Internal error while quicksearching for owner
578240,"Quicksearch throws an ""Internal Error"" if you use an invalid field name"
578240,"Quicksearch throws an ""Internal Error"" if you use a string for the owner_idle_time field"
578240,"Can't use ""owner"" to search for ""assigned_to"" in Quicksearch anymore"
579367,"Simple search fails for bug alias (Search for Open, Thunderbird, ""Alias"")"
579367,"Simple search fails for bug alias (Search for: Open, Thunderbird, ""Alias"") [query.cgi, buglist.cgi]"
579749,Linkify URLs found in attachments (restore the is_url behavior)
579749,Linkify the URL found in attachments (restore the is_url behavior) if there is only an URL in them
578815,Almost impossible to efficiently search for 'all my posts'
578815,"Searching ""commenter"" ""contains the string"" is very slow on large installations"
450013,Can sudo a user without sending email
450013,[SECURITY] Can sudo a user without sending email
580217,> starting a bug summary causes reply coloring (leading greater than character)
580217,> starting a bug summary causes comment quote coloring (leading greater than character makes it purple)
580366,Use of uninitialized value in split at Bugzilla/Util.pm
580366,"checksetup.pl can die during file creation, unclearly"
581189,Full usernames do not appear in whine mails
581189,Search.pm: Full usernames do not appear in whine mails because of the Bugzilla->user->id check in COLUMNS
582941,object_end_of_set_all is not being triggered when the object is Bugzilla::Bug
582941,Wrong example for the object_end_of_set_all in the Example extension.
526272,"""File a new bug in the ""Foo"" product"" links duplicated twice when the buglist is empty"
526272,"Do not duplicate the 'File a new bug in the ""Foo"" product' link when the buglist is empty"
547748,Wrong parsing if @foo has no data
547748,Wrong parsing of email_in emails if some @field has no data
583690,Crash if I type 'bug 4294967296' in comments for bug
583690,[SECURITY][PostgreSQL] Bugzilla crashes when viewing a bug if a comment contains 'bug <num>' or 'attachment <num>' where <num> is greater than the max allowed integer
583165,Un(setting) a comment as private doesn't update bugs.delta_ts
583165,(Un)setting a comment as private doesn't update bugs.delta_ts
584414,With the latest Bugzilla it is no longer possible to search for bugs with at least x votes
584414,"In Bugzilla 3.6, searching for bugs with at least X votes is broken"
585031,"Search including ""Any of"" assignee or reporter behaves as an AND instead of OR"
585031,"Search including ""Any of"" assignee or reporter or CC behaves as if only the last one was selected"
585878,Filing first bug crashes Bugzilla
585878,[Oracle] Filing first bug crashes Bugzilla
584115,"When marking a comment as private, some other comments also disappear for users not in the insider group"
584115,Some comments incorrectly disappear for users not in the timetracking group
591165,"Header injection, cross-site scripting in report.cgi"
591165,"[SECURITY] Header injection, cross-site scripting in report.cgi"
586244,The docs should mention mod_expires and mod_headers Apache modules
586244,Make mod_expires and mod_headers optional
590144,Saved Search Using Deadline Forgets Value
590144,The deadline is not kept in saved searches when set to 'Now'
516457,jobqueue.pl: possible memory leak?
516457,jobqueue.pl slowly leaks memory over time due to Email::MIME::walk_parts
594231,in advanced search bugzilla is not using the url specified in urlbase to redirect
594231,advanced search does not work if bugzilla is behind a https-offload load balancer
591535,"""Give me some help"" link is no longer necessary, on Bugzilla 4.0"
591535,"""Give me some help"" link's iframe behavior is no longer necessary, on Bugzilla 4.0"
575947,Users with passwords length less than 6 characters can't login after migration from 2.22.3 to 3.6.1
575947,Users with passwords length less than 6 characters can't login after migration from 3.4.x or older to 3.6 or newer
595664,Maximum password length is hardcoded in web forms.
595664,Maximum password length is hardcoded in the UI when editing user accounts
595569,Deleting a product throws an error
595569,Deleting a product/component throws an error
597762,The new messages for missing field values for bugs are not too visible as they should be
597762,"When filing bugs, the blue validation messages are not very visible"
597762,"When filing bugs, the validation messages do not draw enough attention to themselves"
585028,QuickSearch: Advanced Shortcut for Priority (P1-P5 as search word) broken (e.g. buglist.cgi?quicksearch=P1+:Bugzilla)
585028,QuickSearch: Advanced Shortcut for Priority (P1-5 as search word) broken (e.g. buglist.cgi?quicksearch=P1+:Bugzilla)
595380,Manually-inserted <script src> tags are missing the mtime filter
595380,Manually-inserted <script src> and <link href> tags are missing the mtime filter
600464,multipart/x-mixed-replace boudary Injection to search result of b.m.o.
600464,multipart/x-mixed-replace boundary injection in search result
600464,[SECURITY] Content/Header injection due to non-random multipart/x-mixed-replace boundary
601142,width: 100% on .bz_bug .edit_form in Classic skin creates unnecessary side-scrolling
601142,useless horizontal scrollbar always visible on show_bug.cgi in Classic skin
600496,Can't search for bugs created before a certain date
600496,Can't search for bugs created before a certain date ([Bug creation] is broken)
600598,"Occasional ""unblessed reference"" software error in process_bug.cgi"
600598,"""Can't call method ""bug_list"" on unblessed reference"" error thrown when editing a bug which is in the BUGLIST cookie but not in a recent saved search, with action=""next_bug"""
603127,Runninc checksetup for first time fails when creating database with error bz_schema table already exists.
603127,"[PostgreSQL 9] checksetup.pl fails to create a new DB with ""bz_schema table already exists"""
603127,"PostgreSQL 9.0.x requires DBD::Pg 2.17.2 due to the new ""hex"" default value for the bytea_output parameter"
603654,Searching for %user% returns Zarro Boogs
603654,Pronouns in boolean charts return no results anymore
603762,"Margins between header, footer, and content are not consistent"
603762,"Vertical margins between header, footer, and content are not consistent"
604107,custom fields of type Drop Down with value of 0 not exposed in xml and deletion in web ui fails
604107,The link to delete the value 0 of custom fields is broken
604942,Getting then message 'undef error - Cannot determine local time zone' while searching and while submitting new bug
604942,Getting the message 'undef error - Cannot determine local time zone' while searching and while submitting a new bug
339270,"Edit saved simple search does not remember ""All"" Status option"
339270,"When editing a simple search, the bug status is lost"
605425,Non english-templates are no longer compiled
605425,Non-english templates are no longer compiled
605425,Non-english templates are no longer precompiled by checksetup
606618,Bugzilla 4.0 and Trunk need a YUI upgrade to avoid .swf XSS vulnerability
606618,[SECURITY] Bugzilla 4.0 and Trunk need a YUI upgrade to avoid .swf XSS vulnerability
604255,Release Bugzilla 4.0rc1 and 3.6.3
604255,"Release Bugzilla 4.0rc1, 3.6.3, 3.4.9 and 3.2.9"
607323,"""ExpiresActive not allowed here"""
607323,Be clearer in the release notes that a new Apache configuration is required
607675,"When coming back to show_bug.cgi by clicking the ""Back"" button of the browser, an open bug cannot be resolved anymore"
607675,"When coming back to show_bug.cgi by clicking the ""Back"" button of Firefox, an open bug cannot be resolved anymore"
607675,"In Firefox, YAHOO.util.Event.addListener/on events no longer exist after a user clicks back"
600516,Content Type is not displayed when trying to add attatchments on some computers/browsers
600516,"The ""Content Type"" and ""Flags"" sections are not displayed when trying to add attachments on an existing bug and the user previously clicked ""Hide Advanced Fields"" in enter_bug.cgi"
608375,New Calendar Pop-Up not on Summarize Time Page
608375,The calendar widget is not available in the Time Summary page
474766,[details] field doubled if click on reply to a comment with link to an attachment
474766,The [details] string is duplicated when replying to a comment containing a link to an attachment
610000,Searching based on longdesc returns
610000,Searching based on longdesc returns two comment fields in buglist header
611974,sql_from_days fails with postgresql 8.4
611974,collectstats.pl --regenerate fails with PostgreSQL 8.4.x (sql_from_days() doesn't accept integers as argument)
612347,Syntax errors in bugzilla.dtd prevent parsing of bugs
612347,Syntax errors in bugzilla.dtd prevent parsing of XML-formatted bug descriptions
416784,Wrong parameter in configuration documentation at createuser in PostgreSQL
416784,"In PostgreSQL 8.1 and newer, createuser takes the argument -R instead of -A"
615824,"[PATCH] When bugzilla will be upgraded, database conversion fail."
615824,checksetup.pl fails to convert enum fields from the bugs table when there are two identical entries
617030,JSONP code does not conform to the docs and throws an error with code 3200
617030,JSONP code does not conform to the docs and throws an error with code 32000
567953,There are duplicate components in the tail of the tabular report
567953,Components which exist in several products are duplicated in tabular reports
618161,"""our $VERSION = BUGZLILA_VERSION"" fails on Perl 5.12 if BUGZILLA_VERSION contains ""rc"" or non-numeric characters"
618161,"""our $VERSION = BUGZILLA_VERSION"" fails on Perl 5.12 if BUGZILLA_VERSION contains ""rc"" or non-numeric characters"
619203,"XSS issue, by way of header injection in xml.cgi"
619203,Apply xml.cgi XSS fix from bug 591165 or bug 313585 to BMO
619203,"XSS issue, by way of header injection in xml.cgi"
619203,"bugzilla XSS issue, by way of header injection in xml.cgi"
619588,XSS flaw in Bugzilla can lead to theft of user credentials
619588,XSS flaw in Bugzilla can lead to theft of session ID and other cookie information
619588,"JavaScript and Data URLs can be made clickable even though we don't intend to allow that, on show_bug.cgi"
619588,JavaScript and Data URLs can be made clickable even though we don't intend to allow that in show_bug.cgi (possibly resulting in XSRF)
619588,[SECURITY] Safety checks that disallow clicking for javascript: or data: URLs in the URL field can be evaded with prefixed whitespace
619594,"An attacker can recover a password change token, and change the password of any account."
619594,"[SECURITY] Tokens generated from weak source of randomness, allowing an attacker to guess a password change token and change the password of any account"
619637,[SECURITY] XSS via real_name field in user autocomplete
619637,[SECURITY] XSS in user autocomplete due to lack of encoding by YUI
619648,[SECURITY] XSS via short_desc in possible duplicate detection table
619648,"[SECURITY] XSS via summary in ""possible duplicates"" table due to lack of encoding by YUI"
619864,The buglist crashes for 3 mins if I search for the query --
619864,"The buglist crashes for 3 mins if I search for the query -- (""does not contain the string -"")"
621090,CSRF on remembered search (bugzilla.mozilla.org)
621090,[SECURITY] CSRF on remembered search
621090,[SECURITY] Adding saved searches lacks CSRF protection
618842,"Should ""checksetup.pl"" be quoted with kbd tag in release note?"
618842,Enclose checksetup.pl between <kbd> and </kbd> tags in templates
621572,"chart.cgi should use $cgi->redirect instead of print ""Location:"""
621572,"[SECURITY] chart.cgi vulnerable to header-injection due to use of |print ""Location:""| instead of $cgi->redirect"
621925,Simple extensions throw 'used only once' warnings when called
621925,Single-file extensions throw 'used only once' warnings when called
621109,[SECURITY] Column changing lacks CSRF protection
621109,Column changing lacks CSRF protection
628034,XSS in Bugzilla
628034,non-Gecko browsers only - XSS in Bugzilla's URL field
628034,XSS in Bugzilla's URL field for not-logged-in users
628034,"[SECURITY] For not-logged-in users, the URL field doesn't safeguard against javascript: or data: URLs"
628066,XSS in Landfill.bugzilla.org
628066,XSS in CGI:IRC on landfill via 'R' parameter when using 'nonjs' interface
609538,Auto duplication detect problem.
609538,"With a recent version of LWP, JSON::RPC::Server cannot handle UTF-8 output"
633767,wrong url generated by advanced serach (https://xxx.yyy.com/bugzilla3/query.cgi) - missig s from https
633767,wrong url generated in advanced serach (https://xxx.yyy.com/bugzilla3/query.cgi) - missig s from https
480044,"Bugzilla sets gigantic BUGLIST cookie, then refuses all my requests"
480044,"Use dashes instead of colons to separate bug IDs in the BUGLIST cookie, because colons are HTML-escaped, making the cookie bigger than the 4k limit"
634144,fix possible_duplicates to work with PostgreSQL
634144,Calling possible_duplicates throws an error about invalid SQL on PostgreSQL 8.4
631487,Internal Server Error
631487,Undefined subroutine &Math::Random::Secure::irand called at Bugzilla/Util.pm line 580
634812,Many duplicated queries be executed makes Bugzilla slow when show a BUG...
634812,"Many custom fields with ""Field only appears when"" restrictions can make show_bug.cgi very slow"
634812,Having a very large number of custom fields can make displaying show_bug.cgi slow
634826,.htaccess file permissions are not checked by checkconfig.pl
