id,severity,description
329195,blocker,"Update ""Changes"" Page for Bugzilla 2.20.2, 2.22, and 2.23.1"
329196,blocker,"Release/News Announcement for Bugzilla 2.20.2, 2.22, and 2.23.1"
329197,blocker,"Update ""Release Info"" page for Bugzilla 2.20.2, 2.22, and 2.23.1"
329214,normal,"When ""makeproductgroup"" is selected, error occurs when creating a product"
329289,normal,sidebar.xul.tmpl has a bad header
329295,normal,008filter fails if . is not in PATH
329323,normal,Some browsers might not pick up comment upon new attachment
329334,normal,User::match_field() may redirect you outside your Bugzilla installation
329374,normal,IPW2200 crashes when trying to configure using gnome gui network config
329528,trivial,"Templates with an empty ""div"" (whose class attribute is, probably, written in Portuguese)"
329532,normal,attachement is created without data after mysql db crash
329537,normal,Bugzilla::DB::Pg can't alter a column to be SERIAL
329556,major,Internal Server Error on 60% of all clicks
329602,normal,Test UTF8 RSS По Русски
329628,blocker,Release Notes for 2.22
329629,blocker,Release Notes for 2.20.2
329632,blocker,Update New Features page for Bugzilla 2.22
329638,normal,https login page switch to http on submit
329730,normal,"After implementing classifications, when entering a bug the owner and qa contact aren't prefilled"
329760,normal,Target Milestone : I need to change it select box to text box
329783,normal,SQL crash in request.cgi when the status field is used
329789,normal,Guided doesn't seem to let me specify a component as part of the url
330016,normal,error if I create component
330186,blocker,Crash when changing the status of a bug which has dependencies
330304,normal,manual entry target milestone
330339,minor,"versioncache file gets corrupted when machine runs out of disk space, does not auto recover"
330430,major,Data too long for column 'thetext'
330476,normal,[ActivePerl] checksetup should suggest 'upgrade -install' instead of 'install' for modules that need 'upgrade'
330485,normal,"Attachment links in comments still say ""edit"" instead of ""details."""
330502,normal,Provide hooks for defparams.pl
330519,trivial,Remove unused IsInClassification() function from globals.pl
330555,major,"H1, H2 and H3 are not filtered in global/header.html.tmpl"
330577,normal,"""its"" is wrong in comment"
330580,major,Postgres: Email may or may not be sent from BugMail::ProcessOneBug()
330583,trivial,Bad alignment of ) for Alias
330588,trivial,missing newline in Search.pm
330686,normal,"Strange error for ""invalid product"""
330700,blocker,Bugzilla 3.0: Roadmap
330717,minor,Remove AUTOLOAD from Bug.pm
330788,normal,Fax Error
330837,trivial,"Fix sudo_in_progress to not say ""an sudo"""
330838,trivial,"Fix still_unresolved_bugs to not say ""has still"""
330840,trivial,product_not_specified should specify which thing was being edited
330841,trivial,"Pick a standard term to mean ""change a bug's product"""
330843,trivial,"product_disabled says Bugs Entry, it probably should say Bug Entry"
330844,trivial,"patch_too_large should favor ""splitting"" over ""breaking"""
330849,trivial,"milestone_required should use ""select"" instead of ""determine"""
330931,minor,Bugzilla wraps URLs in request notifications
330944,trivial,Add 'extensions' to .cvsignore
330984,trivial,"milestone_is_default grammar is bad: ""and so"""
330985,trivial,login_required_for_pronoun doesn't make sense
330986,trivial,local_file_too_large doesn't make sense
330987,trivial,invalid_parameter doesn't indicate what parameter is being given an invalid value
330988,trivial,Errors should consistently use only one of authorized and authorised
330989,trivial,"Why does illegal_change_deps use ""empowered"" inconsistently with ""allowed"""
331005,normal,alias_is_numeric uses 'another' which to me implies a real one was given/accepted
331006,normal,alias_is_numeric uses 'another' which to me implies a real one was given/accepted
331072,normal,bug
331191,normal,"No Login with Tab-Browser (Maxthon, IE7Beta2)"
331313,major,Env.pm creates user accounts explicitly and thus skips the insert_new_user routine
331486,normal,Change Multiple Bugs process is extremely slow
331489,major,Changing Multiple Bugs does not always change all bugs in Selection.
331555,normal,flags: label shouldn't appear if there are no flags
331583,major,twice utf8 encoding in MySql database
331587,normal,Dependency Graph for Bug 330700 Crashes Bugzilla
331643,critical,"Software error: DBD::mysql::st execute failed: Got a packet bigger than 'max_allowed_packet' bytes [for Statement ""INSERT INTO attachments"
331811,normal,Configuring database before creation during instalation steps
331816,major,twice utf8 encoding in MySql database
332064,normal,scsi:A:0:0: DV failed to configure the device.Please file a bug report against the driver
332142,normal,Incorrect output when updating components
332190,major,Bugzilla do not proccess strings as Unicode strings when UTF-8 parameter is set
332235,normal,"getting ""500 Line too long limit is 4096"" when requesting bug list"
332351,normal,Comment added twice while mid-air collision.
332518,normal,Bugzilla crash when give sslbase invalid url
332555,normal,"Use of uninitialized value when clicking on ""login again"" link"
332600,normal,Perhaps v1.50 should be the minimum DBI version required for Bugzilla.
332692,normal,Unable to search bugs based on current state of a flag
332705,normal,Already marked as duplicate - This bug has already been marked as a duplicate of bug 328615.
332709,normal,Bugzilla chokes on system ( ) or exec ( ) in a comment / when adding bugs
332891,normal,Missing SET in admin/table.html.tmpl
332906,normal,Wrong parameters passed to sudo sessions when trying to bypass validation checks
332969,normal,if Use BIG-5 code add BUG to Bugzilla sometimes  Bugzilla Html code have change GB Code
332995,trivial,Steps to Reproduce default content has an extra linebreak
333031,minor,Uninitialized value when entering a new bug with no alias given
333158,major,how to change default value of some field and add new field
333195,critical,Cannot post a bug with keywords in it
333326,major,Sanitycheck fails to send unsent bugmail when %changer% substitution is used
333407,minor,file_too_large error should mention AttachURL when enabled
333442,major,checksetup  fails on renaming short_desc key without key kength
333469,normal,"Add ""comments"" field to advanced search options to reveal bugs receiving attention"
333682,critical,editparams.cgi does not retain the new values. It always refers back to default values
333750,normal,SMTP with authentification
333774,normal,MessageToMTA() needs to call sendmail with -i option
333836,trivial,extra </a> in sudo_password_required message
333844,major,Cc: field is filled with all users when usemenuforusers is ON
333867,trivial,contrariety example in search-help
333998,normal,012throwables.t broken on Windows
334001,minor,"""How to Release Bugzilla"" docs recommend breaking people's LASTORDER cookies"
334023,normal,Warn when flag requestee doesn't match a bugzilla user rather than setting the requestee to blank/empty/null
334059,normal,"""Commenter - changedBy"" boolean search yields internal error"
334344,blocker,process_bug.cgi is broken when changing several bugs at once
334569,normal,MIME::Parser mangles xml files
334617,major,importxml.pl crashes when importing bugs having attachments from versions 2.20 or older
334620,normal,"When calling importxml.pl with the -v option, information is displayed too many times"
334831,normal,Perl error displayed when not logged into system.
334860,normal,Can not login as Administrator
335064,major,no data to display either with old charts and new charts over time
335087,minor,"wrong ""login"" reference instead of ""email address"""
335150,trivial,checksetup.pl: Use of uninitialized value in string eq at Bugzilla/DB/Schema.pm line 1383.
335157,normal,atom feeds instead of rss are supplied in 2.22
335177,trivial,Simple CSS error
335191,critical,"""power on"" button failure in toaster"
335417,trivial,editparams.cgi?section=query -> defaultquery help text rewrite
335420,normal,Possible replacement for Param() as feature_enabled
335488,major,search button not working if you select more than 76 search criterias in query.cgi
335522,normal,Redundant query: SELECT bug_id FROM bugs WHERE bug_id =
335572,normal,"potgresql : varchar(64), value is to small or not the same as mysql"
335633,normal,"Docs still refer to ""loginmethod"""
335743,trivial,localconfig generated by checksetup.pl contains an extra '\'
335760,normal,CSS usage in bugzilla is poor
335805,normal,"""Enter a bug # or some search terms"" main page function broken"
335821,normal,mysql error
335857,normal,Fold in Mac OS X instructions
335999,normal,Remove documentation specific to MySQL 3.x
336005,normal,Add a note on how to disable user account creation
336018,normal,Serve valid XHTML
336019,normal,Serve valid XHTML
336146,normal,can't turn on time tracking
336239,normal,"quip_list_entry_control: ""off"" option has been removed in 2.22"
336251,normal,table background color white and grey columns in table do not alternate anymore
336260,normal,Email for comment notification - line break missing after comment number
336411,normal,Don't mail me 4 mails if I cancel two reviews
336614,normal,Advanced Searching: filtering on CC field is buggy
336861,minor,"error message if create a component with a name, which was used in past, but is not used now"
337026,blocker,Users with no privs cannot edit bugs anymore (if being logged out first)
337073,minor,"When changing several bugs at once, the original resolution should be correctly displayed in the error message"
337151,minor,"""How to Release Bugzilla"" docs should include instructions to avoid bug 330313 to recur"
337209,trivial,Missing whitespaces in the 'fieldvalue_still_has_bugs' error message
337258,normal,Sudo session started page is messed up
337444,normal,t/012throwables.t shouldn't fail due to unused error tags in code/user-error.html.tmpl
337485,minor,checksetup.pl does not correctly upgrade email settings if upgrading from a very old version
337661,major,"LDAP user login failure: Can't locate object method ""realname"" via package ""Bugzilla::User"""
337670,normal,"query.cgi: ""Group"" in boolean chart only of limited use"
337683,major,"The user prefs tab let you change the password and email address of a user being impersonated when using the ENV method (with user_info_class=""Env,CGI"")"
337684,normal,"The first time you access show_bug.cgi, it asks you to authenticate when using the ENV method despite you are already authenticated"
337701,normal,012throwables.t doesn't recognize that certain errors are AUTH_ERROR codes
337705,normal,ldap_search_error AUTH_ERROR code is not defined
337717,normal,Bugzilla whine sends email to users listed in data/nomail
337747,normal,config.cgi fails with an SQL error in Bugzilla::Keyword with no keywords defined
337864,minor,Failure to recognize Windows XP Professional 64bit Edition
337947,normal,Fix strange syntax in contrib/syncLDAP.pl
337948,minor,"accesskey=""b"" conflict"
337989,normal,Make email address bugs are sent from configurable
337990,normal,Uninitialized value error on index.cgi
337994,normal,Found
338157,minor,Status Whiteboard not part of a Bookmarkable Template?
338162,normal,No value for param urlbase (try running checksetup.pl again) at
338365,normal,Bugzilla::BugMail calls Param() outside of any function
338422,normal,Pondering forever
338434,normal,Newsgroup links in the documentation need updating
338435,normal,Add link to DBD::Pg in the documentation
338486,normal,"If a line in a diff starts with ""--"" that line is hidden"
338548,normal,Bugzilla has suffered an internal error.
338623,minor,"2.20 doesn't have ""After changing bugs"" and ""Add individual bugs to saved searches"""
338633,normal,"Changed Target Milestone in Reopened Bugs, change status to NEW"
338799,normal,Change columns screen won't submit in IE (cause: GET URL too big)
338816,normal,incoming email address fuzzy matching
338869,normal,The 'quicksearch' field in the footer redirects to http:// even when sslbase is in use
339093,normal,Getting error message while committing bugs.
339270,minor,"Edit saved simple search does not remember ""All"" Status option"
339357,normal,Bogus Attachment #0 created on large file upload
339369,trivial,"during logout, says ""Your login has been forgotten"" instead of ""You have been logged out."""
339451,normal,Documentation for User Deletion
339667,normal,Attachment data not deleted when deleting a component
339679,normal,bugzilla lied to me  The product Derivatives does not exist or you don't have access to it. The following is a list of the products you can choose from.
339820,critical,Entering an invalid assignee when amending a bug can result in loss of Comments and other changes just entered !!!!
339858,normal,Remove useless module dependencies in Bugzilla::Auth::*
339877,major,The entire interface fucking sucks
340026,normal,login state not carried throughout pages
340104,normal,Move Bugzilla::Auth::get_netaddr() in Util.pm
340116,normal,Flag::FormToNewFlags() uses incorrect data
340126,normal,Windows instructions for installing XML::Twig are wrong
340130,trivial,B8 and B9 don't have consistent URLs due to lack of section id
340139,normal,"When adding a new attachment, data inserted in the bugs_activity are quoted"
340154,minor,query.cgi#chart doesn't work anymore
340223,normal,"While reporting a new bug, the CC List is shown on the left side of the page. I want the CC List be shifted to the right side of the page to have 15 dropdown CC list."
340239,major,Bar chart And Pie chart Not generated in Bugzilla 2.22.
340253,minor,.cgi scripts should call Throw*Error() instead of die()
340309,critical,process_bug.cgi fails when changing several bugs at once if all bugs are in the same product
340499,normal,Change several bugs at once reassign field in Param(usemenuforusers) is broken
340524,normal,Changing products should not give listboxes for items with only one choice
340525,normal,The ImageMagick PPM doesn\'t exist (wrong install instruction)
340713,normal,"Remove B4 from 2.20, 2.22 and trunk docs as we require 5.6.1 already"
340820,normal,Update Win32 installation instructions for Bugzilla 2.22
340821,normal,Add wiki FAQ diff to XML docs
340837,normal,Refreshing the new bug confirmation page creates a duplicate on IE6.0 (other browsers not yet tested)
340838,normal,Refreshing the new bug confirmation page creates a duplicate on IE6.0 (other browsers not yet tested)
340884,normal,"editvalues.cgi needs to check if the new field value has ""commas"""
340892,normal,"Searching for summaries containing , crashes Bugzilla"
340904,normal,We no longer have passwords in clear text
340931,normal,bugzilla failed to detect DBD-Mysql module which is already installed
340967,normal,The login form appears twice when trying to add an attachment
340991,major,The bugzilla-enter-bug-page is broken in IE7/Vista Beta2
341086,normal,allow uploading an attachment from a URL
341088,minor,Use of uninitialized value in crypt at Bugzilla/Util.pm line 339.
341091,normal,checksetup problem adding indices
341192,blocker,Release Bugzilla 2.23.2
341194,normal,Status update for 2.23.2
341196,normal,"Update ""Download"" Page for 2.23.2"
341197,blocker,"Update ""Changes"" Page for 2.23.2"
341198,blocker,Release/News Announcement for 2.23.2
341244,normal,Log in with wrong Password containing numbers...
341267,trivial,page.cgi?id=fields.html has invalid Platform/OS values if the default ones got renamed/removed
341273,normal,Add back the bugzilla version
341284,normal,Space in query field returns Unknown column 'relevance' in 'field list'
341285,blocker,Update bugzilla-update.xml
341374,normal,checksetup fails if database exists with non-Bugzilla table
341453,normal,Bugzilla::Series looks for functions in global scope that are not global functions
341454,normal,testserver.pl requires $::ENV{'PATH'} to be defined
341456,minor,Bugzilla/Search/Quicksearch.pm shouldn't use Bugzilla.pm
341492,normal,Collectstats --regenerate fails
341508,normal,GetBugLink() should be localisable
341539,minor,Component list not filtered when a product selected on Request Queue or Edit Flag Types
341616,normal,GD.Graph.xxx plugins not found when trying to create graphical reports
341689,normal,'Edit Attachment As Comment' converts plain text to HTML entities
341809,normal,bugzilla.dtd does not include any custom fields
341812,normal,Installation doc re mySQL data root
341822,major,attachments when retrieved from postgres are garbage
341866,major,"'changer' in editproducts.cgi must be a user login, not a user ID"
341867,minor,post_bug.cgi lets users with editbugs and canconfirm privs enter bugs as UNCONFIRMED even when votes_to_confirm is 0
341869,normal,Fix usage of HTML header tags in template/en/default/global/header.html.tmpl
342033,normal,Accessibility -- use real <table> for summary of changes
342053,major,Quicksearch.pm defined $cgi outside routines
342060,blocker,checksetup fails if no database exists
342114,normal,Bugzilla.pm caches data in global variables
342121,normal,Remove usage of Config qw(:locations) in favor of Constants::bz_locations()
342130,normal,"When using QuickSearch to find something in All products, the footer is bogus"
342238,normal,There is a dependency loop between Bugzilla::User and Bugzilla::Component
342270,major,colon in name of product or component breaks inclusions/exclusions in flags
342271,normal,Error when checksetup.pl is run.
342388,normal,Checksetup.pl error
342400,normal,Error message appears at top of nearly every html-output-page with Template Toolkit >= V2.14
342404,minor,changing product page should let you figure out what bug you're hurting
342410,normal,"Various modules assume functions are in global scope, when none are"
342519,normal,process `snmpd' is using deprecated sysctl (syscall) net.ipv6.neigh.lo.retrans_time; Use net.ipv6.neigh.lo.retrans_time_ms instead
342731,major,"checksetup.pl ""answers"" file seems to be broken"
342740,normal,"Query page help is not discoverable, and not detailed enough"
342757,normal,"searching results in ""YOUR BROWSER DOESN'T SUPPORT THIS SERVER-PUSH TECHNOLOGY"" warning on brower that does under mod_perl"
342861,critical,Cannot upgrade from any version before 2.17.1.
343050,minor,process_bug.cgi tries to send emails to too many bugs
343166,major,$template->process leaks 512K of RAM per call under mod_perl
343294,normal,Update notification not working without direct HTTP access
343337,normal,process_bug.cgi calls certain constants as global subroutines
343364,critical,Changing Multiple Bugs is broken on the tip
343421,trivial,change its to it's or its not to it isn't or something
343566,major,Runtests test 004 fails on some systems with a complaint about RELATIVE
343699,trivial,votes.cgi: Reference found where even-sized list expected
343702,minor,"editflagtypes.cgi: Argument """" isn't numeric in numeric gt (>) at template/en/default/request/email.txt.tmpl line 155."
343725,major,No image produced in either Graphical Reports or New Charts .
343728,major,No image produced in either Graphical Reports or New Charts .
343770,normal,Parameters are not stored
343802,critical,index.cgi returns: No value for param user_verify_class (try running checksetup.pl again) at Bugzilla/Config.pm line 182.
343916,trivial,hidden submit button should have display: none
344055,major,Bugzilla now requires Filter::Util::Call
344141,normal,bugzilla-admin-daemon address should be templatized
344169,normal,No graphs being generated from reports.cgi
344260,normal,Once this version of the Fedora Kernel is installed postfix and fetchmail have issues
344298,normal,workaround for importxml.pl performance problem
344342,minor,utf-8 chars are encoded twice in the mysql db
344419,normal,uninitialized value in index.cgi
344432,normal,add bugs to the new saved search needs an editor
344497,blocker,Cannot create new bugs
344516,normal,Graphical reports (Bar and Line) are not showing though there is no error
344547,normal,"[Version 2.20+] bugzilla.mozilla.org thinks I'm using Mac OS X 10.3, when I am using Mac OS X 10.4"
344612,major,$silent does not work properly in checksetup.pl anymore
344647,normal,checksetup.pl can create two database connections instead of one
344661,blocker,Cannot upgrade my PostgreSQL installation anymore
344727,normal,"Documentation still thinks we need XML::Parser, but we now need XML::Twig"
344903,normal,Update Documentation version for 2.23.2 on URL
344915,major,Non-installed modules are reported incorrectly
344935,normal,can't limit bugs searches by real name for reporter/assignee/...
344944,normal,Bugs table is crashed and needs to be repaired
344961,trivial,Display custom fields on show_bug.cgi before the time table
345011,normal,Bugzilla HTML attachments open to XSS attacks
345032,major,Tainted value in request.cgi when restricting the search to a given flag
345104,minor,$field_descs values in field_descs.none.html are overwritten by values from the DB
345200,normal,undef error - Can't find param named changer at Bugzilla/Config.pm line 171.
345241,normal,Bookmarkable template too big for IE if product has 60 components
345244,minor,Bug template creation window has silly title
345313,major,Undefined subroutine &Bugzilla::Component::check_component called at C:/Bugzilla/post_bug.cgi line 145.
345346,normal,"config.cgi's XML format does ""FILTER uri"" or ""FILTER html"" where it should do ""FILTER xml"""
345359,normal,Prevent Flag::clear from deleting a deleted flag when checking the inclusion and exclusion lists
345381,critical,Cannot add any new field in editvalues.cgi
345389,major,Template-Toolkit 2.15 moved Template::Plugin::GD into a separate package
345405,major,showdependencygraph.cgi: Dependency Graphs are broken on mod_perl
345480,normal,"process_bug.cgi: Argument ""--do_not_change--"" isn't numeric"
345504,normal,A URL inserted in the AttachURL field of attachment.cgi does not work as expected
345547,normal,shutdownhtml will not work under mod_perl
345652,minor,request.cgi should look at flags.modification_date instead of flags.creation_date
345680,normal,"""5.5. MySQL Bugzilla Database Introduction"" is more than obsolete"
345701,normal,encode_qp in Bugzilla/BugMail.pm fails on RHEL3
345728,major,From: addresses in BugMail.pm may contain spurious line breaks or \
345790,normal,Bugzilla sometimes does not select a default version on bug entry
345929,normal,User matching not called for requestee fields in post_bug.cgi
345959,normal,Feature Requst: inter-bugzilla dependencies
346121,normal,Creating an attachment upon new bug doesn't create attachment link in comment #0
346124,normal,useentrygroupdefault does not work
346245,normal,attribute parameter 'mschumann@inconso.de' is not a hash ref at Bugzilla/Auth/Verify.pm line 112
346280,normal,"Two javascript errors when entering ""Change over time"" ""New Charts"""
346295,normal,"When Template::Plugin::GD is missing, checksetup.pl tells you to type ""ppm install Template"" instead of ""ppm install Template-Toolkit"""
346329,normal,Tabular report csv eport does not include totals
346350,normal,Update makedocs.pl for the mod_perl version
346451,normal,too much results in report.cgi details
346501,blocker,"Release Bugzilla 2.18.6, 2.20.3, 2.22.1, and 2.23.3"
346502,blocker,Release Notes For Bugzilla 2.18.6
346504,blocker,Release Notes For Bugzilla 2.20.3
346505,blocker,Release Notes For Bugzilla 2.22.1
346506,blocker,"Release/News Announcement for Bugzilla 2.18.6, 2.20.3, 2.22.1, and 2.23.3"
346507,blocker,"Update ""Release Info"" pages for 2.18.6, 2.20.3, 2.22.1, and 2.23.3"
346508,blocker,"Status Update for 2.18.6, 2.20.3, 2.22.1, and 2.23.3"
346509,blocker,"Update ""Download"" Page for 2.18.6, 2.20.3, 2.22.1, and 2.23.3"
346510,blocker,"Update ""Changes"" Page for 2.18.6, 2.20.3, 2.22.1, and 2.23.3"
346524,blocker,"Security Advisory for 2.18.6, 2.20.3, 2.22.1, and 2.23.3"
346525,blocker,"Security Advisory for 2.18.6, 2.20.3, 2.22.1, and 2.23.3"
346564,normal,timetracking deadline leaks in xml
346667,normal,"No header field ""MIME-Version: 1.0"" in e-mails, encoded as Quoted-Printable."
346674,normal,Error on changing localization
346691,critical,Software error when trying to create new Bugzilla account
346733,minor,Administrator account seems not exist in 'profile' table
346814,major,Undef Error in editgroups.cgi
346838,minor,opsys and platforms should be in database instead of sensitive configuration file
347067,normal,Instructions in section 2.2.2.2.2 should be augmented
347124,minor,Bugzilla download Page empty
347228,normal,"turn off server push when X-Moz header set to ""microsummary"""
347269,normal,Deleting a user account displays incoherent comments
347272,critical,Deleting a user account crashes Bugzilla
347277,normal,Entering an non-integer sortkey crashes editclassifications.cgi
347360,trivial,Incorrect field name in FlagType.pm
347387,normal,Priority is specified by the most dependent bug and shouldn't be respecified
347453,normal,Checksetup needs Perl-LDAP for Net::LDAP module on Windows
347517,normal,'Undefined subroutine &main::PerformSubsts' error when clicking on showdependency graph
347619,normal,skins/custom/*.css not created
347699,major,Product List shows All when it should restrict to only allowed Products
347706,critical,Params can't be updated when webservergroup is empty
347707,normal,Change in parameters can silently fail
347712,normal,search the Documentation function broken -> Internal Server Error
347713,major,Group access control is not effective while searching a product.
347721,normal,Fulltext search can be extremely slow
347777,normal,Intel Mac should be detected as Hardware: PC rather than Hardware: Mac
347809,minor,Duplicate entry DB error when recreating component with same name as deleted component
347811,normal,templatize automatic Bug comments
347817,critical,[PostgreSQL] Cannot create a new bug object when custom fields exist
347818,normal,Cannot set Bugzilla->batch(0)
347845,major,mod_perl makes Apache use so much RAM that 15 concurrent users cause swap thrashing
347871,major,Bad table conversion in upgrade process
347893,minor,reassigning a bug might lock out the previous assignee
347991,minor,Classifications without products don't show up in editproducts.cgi
347997,normal,unable to enter
348056,normal,"win32install.html: Collectstats is mentioned to run with -T, but shouldn't"
348070,minor,"An arrayref is always ""true"""
348102,normal,data/mailer.testfile has incorrect permissions set
348166,normal,Make dependency graph direction aware
348184,normal,How to synchronize Bugzilla with Test Track Pro.
348244,normal,importxml.pl needs to strip control characters from short description
348281,minor,importxml.pl dies if there is no TM or the TM is empty
348283,normal,importxml.pl confirms bugs if it has to reassign them
348331,trivial,Duplicated IDs on all pages
348337,minor,enter_bug.cgi doesn't pass HTML validation
348397,normal,Bugzilla::Bug::AUTOLOAD is not affected by $self->{error}
348549,normal,checksetup.pl does not create custom skins anymore
348629,normal,"If I own a bug, I can't make it ASSI by attaching a patch"
348700,major,lastdiffed and LOCALTIMESTAMP(0) are always equal
348828,normal,Server push broken with CGI v3.05
348871,minor,make show_bug valid
348923,normal,Clean up a few more variable-scoping issues for mod_perl
349015,minor,importxml.pl throws error if there is no bug_status in xml-mail
349136,normal,Badly assembled password change token email
349139,normal,"The option ""usemenuforusers"" is not in the documentation."
349162,trivial,Don't show flag options '+' and '-' to people who are not able to set them
349198,normal,001compile.t must not compile mod_perl.pl
349205,major,userprefs.cgi shows no options to users for review
349363,normal,DB::bz_add_column() shouldn't print anything when called from editfields.cgi
349367,trivial,Display a message when a custom field has been successfully created
349423,blocker,Release Notes for Bugzilla 3.0
349517,normal,Split Bugzilla Guide into Users Guide and Admin Guide
349554,normal,User preference to add/remove individual bugs to saved searches should default to off
349560,normal,Zooming textareas onBlur event prevent Commit button from submitting
349665,normal,Hooks in 2.22: Critical discreptancy between documentation and reality (in tarball)
349666,normal,CVS upgrade stops when reaching Bugzilla/template/en/extension/hook in 2.22
349766,minor,Use of uninitialized value in pattern match (m//) at editusers.cgi line 270
349855,normal,editgroups.cgi doesn't protect the querysharegroup from deletion
349856,normal,User watching doesn't apply own email prefs
350083,normal,Bugzilla::AUTOLOAD tries to find Bugzilla::Bug::confess() when a bug method doesn't exist
350112,major,bugzilla-update.xml missing
350120,trivial,undefined value when creating a new user account
350122,normal,"variable string expansion of field_descs.xxx needs to be done everywhere, for Component, Product, Severity"
350237,critical,checksetup does not properly add a short_desc index to old installations
350244,major,profiles.disabledtext has its definition changed every time checksetup runs
350249,normal,We don't need an index on bugs.short_desc
350388,normal,[Postgres/ISP] - checksetup (or Bugzilla) using template1 database
350574,normal,Crashes
350624,normal,"""Software error"" with enter_bug.cgi URL for a valid product w/wrong case"
350751,major,undef error - Can't find param named keywords at Bugzilla/Config.pm line 171.
350897,normal,Search list shows duplicate bugs
351032,normal,can't edit attachment doc itself.
351182,minor,Odd number of elements in anonymous hash in editusers.cgi
351243,normal,Public webdot server changed its IP address
351300,normal,votes.cgi crashes if your vote is the one confirming a bug
351337,normal,"Users can add bugs to groups that they are members of, even if the group controls are NA/NA"
351382,normal,"Nonascii in ""find a specific bug"" doesn't work in utf-8 installations"
351444,normal,inbound email interface shouldn't be mentioned as particular not working on windows
351462,major,Errors are always displayed in plain text
351478,major,userprefs.cgi mysteriously fails (Our template-toolkit requirement is too low)
351747,normal,"skins/.cvsignore should be in the CVS repo, not created by checksetup"
351771,minor,attachment.cgi?...action=viewall should not show removed attachments
351784,normal,2.23 can't post report
351958,normal,Allow buidling the API documentation without the rest of the build environment
352099,normal,editproducts needs to allow components to share common milestones
352355,blocker,Cannot log in on a fresh installation
352410,major,Shared Queries don't work if usevisibiltygroups is off
352466,normal,cghbv
352625,normal,"""You are receiving this mail because"" messages cannot be localized"
352695,normal,Custom select fields are mandatory on bug creation (despite they shouldn't be)
352699,normal,bug creation time not available on bug creation
352700,critical,Classification->products returns all products regardless of user privileges
352702,minor,Warnings in the web server error log when no URL is given on bug creation
352967,major,"Changing a DB column type to ""serial"" is broken on postgre"
353053,normal,Hard-coded charts (specialchart) should be able to add more than one chart.
353211,minor,account/prefs/footer.html.tmpl is dead code
353316,normal,"Can't change e-mail address, old e-mail no longer exists"
353333,trivial,"""attachment"" or other keyword linkified if followed by new line"
353358,normal,mod_perl configuration needs a DirectoryIndex statement
353464,minor,make process_bug valid HTML4
353521,normal,"Auth/Verify.pm-create_or_update_user() line 112-113 missing ""undef"" parameter in $dbh->do('Update...) Fails in RHEL4, MySQL4.14"
353524,normal,In Bugzilla/User.pm line 1324 sub insert_new_user() hard coding the value for 'refreshed_when' parameter causes an 'Insecure dependency' exception
353568,normal,"Got error ""Tables already locked"" when trying to change several bugs"
353705,normal,"In 2.22 only, chfield (""where one or more of the following changed"") is an intersection, not a union"
353706,normal,Hooks require Template Toolkit  2.12 but we only check for 2.10
353755,normal,Should be able to enter a comma-separated list in the review field
353786,normal,additional help link is broken
353796,trivial,Rename BugMail::ProcessOneBug() as BugMail::Send
353817,blocker,Trying to delete a product I get a software error
353818,major,checksetup.pl fails with attach_data doesn't exist
353820,normal,The confirmation page when deleting a user account who has entries in the bugs_activity table fails to notify the administrator correctly
354085,major,Attempt to free unreferenced scalar in checksetup (win32)
354274,critical,Bugzilla vulnerable to multiple XSRF
354314,major,"Missing ""--do_not_change--"" option for custom select fields when changing several bugs at once"
354656,normal,Custom searches no longer function after e-mail address changes
354660,trivial,"please reword ""use in total"""
354860,normal,Bug search summary window miniturized under FF & Opera; Normal size under IE
355144,normal,"Forgot password not working, use ""urlbase"" link instead of ""sslbase""."
355158,normal,Bad filtering of bug list names
355172,trivial,"[Selenium] <name=""newqueryname"" ...> needs an ID"
355230,normal,[PostgreSQL] Crash if sharer_id is not an integer
355255,normal,Login from home page responds with the wrong URL -- results in 404
355496,normal,Link to new API documentation
355616,minor,"Top nav should have ""Preferences,"" and shouldn't have ""Sanity Check."""
355708,normal,how to coustmize bugzilla new bug filing page
355709,major,[PostgreSQL] Crash when querying the DB
355728,critical,"XSS in the ""id"" parameter of showdependencygraph when ""doall"" is set"
355833,minor,Groups are out of order when sharing queries
355841,normal,Bug::check_can_change_field() incorrectly updates $PrivilegesRequired
355881,normal,XML Output change to remove lots of excess whitespace
355924,minor,report.cgi generates bare '&' in img src URL
355994,normal,alias too long error message is confusing
356020,normal,how to file bug from mail
356074,trivial,Omitting description from editfields.cgi is incorrect
356243,normal,ffgfgf
356256,trivial,missing 'are' in email notification
356272,minor,"button, add another boolean chart"
356286,major,Bugzilla overly dependent on bug status names (hard coded workflow)
356328,normal,$rankdir should be validated in showdependencygraph.cgi
356336,minor,Crash when calling showdependencytree.cgi with no bug ID
356393,minor,No title is displayed when confirming a bug by popular votes
356395,normal,An error is thrown when the requestee of a private attachment is not in the insidergroup
356506,normal,process_bug.cgi's product-change message should link to describecomponents.cgi
356677,blocker,Update bugzilla-update.xml
356794,major,"Cannot enter bug for certain Component ""A legal component is not set."""
356804,major,Compilation abouted of index.cgi with version 2.23.3 on IIS
356807,normal,CSV export expose text/plain as MIME content type
356926,normal,contrib/README doesn't reflect reality
356971,minor,make releases list easier maintenance
356976,normal,Creation date/time is empty right after creating the bug
357005,normal,'cf_' should not be allowed as a custom field name
